jellyfish,415
pish,50
polish,6048
polished,1990
polishes,97
polishing,756
publisher,12771
publishers,8368
punish,3341
punished,3819
punishes,274
punishing,1065
radish,141
reddish,528
rubbish,7128
scottish,2
selfish,4366
smallish,522
spanish,2
starfish,315
swish,290
swished,86
swordfish,154
ticklish,248
unselfish,246
unselfishly,64
vanish,1398
vanished,1893
vanishes,605
vanishing,1016
wish,74282
wished,4116
wishes,14515
wishing,5286
yellowish,257
ish,2
squishes,2
fishbowls,2
goldfishes,2
wishers,2
greyish,2
fished,2
shortish,2
squished,2
squishy,2
tisha,2
blueish,2
delish,2
fishin,2
swishy,2
babyish,2
radishes,2
swishing,2
pinkish,2
oddish,2
splishes,2
splished,2
swishity,2
wisher,2
finishers,2
swishes,2
squishing,2
swordfishes,2
weirdish,2
sharpish,2
angelfish,2
slishity,2
splish,2
unselfishness,2
fishermans,2
squish,2
fishbowl,2
splishing,2
dishy,2
tigerish,2
dishing,2
sheepishly,2
blondish,2
barbaras,2
santas,2
babysitters,2
sody,2
flatbeds,2
bopped,2
whiffed,2
falling,13326
fallin,2
pocketing,2
promenading,2
shopped,2
alia,2
affection,1912
affectionate,1173
affectionately,260
buffalo,8345
buffer,14037
buffered,1211
chauffeur,238
cliff,5134
cliffs,1408
coffee,18384
coffin,3603
daffodil,85
daffodils,128
difference,74567
differences,23535
different,223504
differently,9727
difficult,52557
difficulties,5786
difficulty,11904
doff,44
earmuff,2
fluff,1424
fluffy,1386
giraffe,381
graffiti,1876
huff,667
miff,61
muff,350
muffin,993
muffins,403
muffle,95
muffled,653
muffler,541
muffling,58
off,312898
offend,2916
offended,5449
offending,2790
offer,98443
offered,28115
offering,23292
offerings,3669
offers,53286
office,88403
officer,18924
officers,12508
offices,13935
officially,7663
puff,1198
puffed,353
puffing,285
puffs,358
puffy,470
ruffians,158
scruffy,212
shuffle,1961
shuffled,780
shuffling,692
sniff,1870
sniffed,319
sniffing,767
sniffle,150
snuff,1068
snuffed,143
snuffle,34
staff,41037
staffed,771
staffing,5941
staffs,757
stiff,6212
stuff,140708
stuffed,3275
stuffing,1275
stuffy,372
suffer,11677
suffered,6945
suffering,10528
suffers,2530
taffy,149
takeoff,943
traffic,25457
trafficked,55
whiff,350
graffitiing,2
feffer,2
cheffing,2
trafficking,2
whiffed,2
ff,2
feff,2
whiffing,2
buffering,2
whiffs,2
buffers,2
sniffling,2
coffins,2
sniffled,2
guff,2
rrowff,2
huffing,2
snuffling,2
sniffs,2
doffing,2
snuffles,2
muffering,2
muffers,2
buffalos,2
giraffes,2
muffet,2
upmmmmmmmmmmffffffffff,2
daffy,2
ruff,2
muffered,2
muffles,2
tuffet,2
koff,2
stuffs,2
taffys,2
turffula,2
muffinheads,2
snuffing,2
huffed,2
earmuffs,2
muffer,2
muffinhead,2
sniffles,2
cruffulous,2
gruffalos,2
fiffer,2
graffitied,2
chauffeurs,2
spiffy,2
rff,2
mufflers,2
traffics,2
knuffle,2
shuffles,2
griffith,2
clifford,2
eiffelberg,2
daffing,2
truffula,2
arrooff,2
cheffed,2
gruffalo,2
mcgaffry,2
doffs,2
doffed,2
snuffs,2
rooff,2
offends,2
huffs,2
muffets,2
snuffled,2
grammy,2
decker,2
pinkatastic,2
accelerate,2370
accelerated,3369
accelerating,1039
accelerator,5154
accept,49432
accepted,33903
accepting,7651
accepts,4588
accident,11154
accidental,2348
accidentally,4434
accidents,4165
accompanied,4443
accompany,2140
accompanying,2993
accordion,592
account,60960
accounted,1504
accounting,15756
accounts,18021
broccoli,917
occasional,8851
occasionally,15765
occur,21417
occurred,11949
occurring,2858
occurs,14176
raccoon,277
soccer,7504
succeed,8117
succeeded,4246
succeeding,1072
succeeds,1172
success,37071
successes,1762
successful,32179
successfully,16372
vaccination,2335
vaccinations,2
cc,2
pinocchio,2
piccadilly,2
acception,2
accordions,2
raccoons,2
accelerates,2
pileup,2
pileups,2
raspberries,2
burying,2
squishes,2
tinged,2
raow,2
purrs,2
syrups,2
that_,2
spiders,2
frisking,2
soaping,2
allergists,2
drools,2
woofs,2
kaleidoscopes,2
fishbowls,2
shilling,217
shillings,141
hilling,2
tweedle,2
tweedles,2
tweedled,2
fritzs,2
annabelle,2
annabelles,2
undust,2
undusted,2
undusts,2
undusting,2
goldfishes,2
feffer,2
feff,2
wishers,2
bloath,2
puddling,2
snowsuits,2
smiley,2
moated,2
gatlin,2
seagulls,261
gulls,2
jawed,2
shimmers,2
ferrying,2
foofamaloo,2
throttles,2
monjour,2
adams,2
oozing,2
snoozing,2
bandy,2
ritch,2
scritch,2
fruiterers,2
fruiterer,2
spinned,2
running,145184
runnin,2
eeeooo,2
prowls,2
rhinologist,2
rhinologists,2
strewing,2
stunting,2
steadies,2
recites,2
desists,2
twitchett,2
johnnys,2
inseparably,2
sonia,2
granddaughters,2
fussed,2
cinderumpelstiltskin,2
piloted,2
flings,2
birthdays,2
abcs,2
unlatch,2
unlatches,2
unlatching,2
unlatched,2
manicures,2
looping,2
pipping,2
scoops,2
trenchers,2
yaps,2
splitter,2
greyish,2
chugs,2
rapids,2
suiting,2
juiced,2
grappling,711
grapplin,2
scariness,2
choppers,2
sugarcoats,2
babs,2
watermelons,2
thwump,2
frumpaty,2
probly,2
giblets,2
storybooks,2
pussy,2
pussys,2
bananamobile,2
chomping,2
zooom,2
seahorses,2
sooting,2
resurfaces,2
scrunches,2
brews,2
averill,2
scowls,2
zoomed,2
hammocks,2
blonder,2
baa,2
baaa,2
baaaa,2
creeeak,2
jazzbery,2
wearies,2
boggen,2
wolfs,2
oatsdale,2
yy,2
frrooggyy,2
bailey,2
whats,2
trillions,2
babysitters,2
babysit,2
babysitter,2
babysits,2
babysitting,2
adulthood,876
boohoo,25
brotherhood,1337
childhood,5516
choose,49682
chooses,3707
choosing,7053
hood,7565
hoods,520
hoof,431
hook,11612
hooked,7073
hooking,1675
hooks,2471
hoop,1281
hoops,4740
hooray,627
hoot,965
hooted,27
hooting,60
hoots,108
hooves,301
neighborhood,6558
neighborhoods,1544
school,119953
schoolchildren,205
schoolhouse,391
schoolroom,57
schools,30010
schoolwork,246
shook,4215
shoot,23533
shooter,2391
shooters,1107
shooting,14910
whoop,294
whooping,372
whoosh,207
ahhchooo,2
hoo,2
whoo,2
hooooooome,2
hooded,2
hooped,2
kertyschoo,2
whoooooooo,2
schoolhouses,2
chooooooo,2
whoops,2
hooping,2
whoooooo,2
hoos,2
kerchoo,2
toowhoo,2
whooshes,2
whooshed,2
choo,2
shoots,2
schoolrooms,2
whooped,2
whooshing,2
whooooo,2
whhoossshhhhhhhh,2
hoooo,2
tucks,2
ladders,2
monstrosities,2
hammers,2
pileups,2
mittened,2
hulky,2
halfed,2
working,134671
workin,2
overworking,2
daddys,2
hushing,2
championing,2
pincushions,2
pinching,571
inching,2
flashlights,2
abusing,2
curdled,2
visioned,2
skated,2
propellers,2
cheeseburgers,2
yipiyuk,2
nibbles,2
tricycles,2
breeched,2
nutritionist,2
nutritionists,2
aaeee,2
elevators,2
barbershop,2
barbershops,2
switchbacked,2
kiddies,2
chokes,2
abandoned,5162
airplane,4711
airplanes,1701
alone,51002
anne,2
anyone,398424
arlene,2
assigned,10864
awakened,1057
banner,3115
banners,740
beckoned,251
beginner,3843
beginners,4395
beneath,5786
biplane,147
bone,16065
boneless,271
bones,7199
bonnet,427
brandywine,2
brightened,205
burned,7752
business,156878
businesses,14117
buttoned,191
cane,5407
canned,2419
cautioned,414
cellophane,258
channel,40056
channeled,476
channels,16106
chimney,538
chimneys,101
chinese,2
christened,166
churned,187
clarinet,1636
cleaned,4546
cleaner,4138
cleaners,898
clothesline,355
complained,4838
concerned,33356
conditioned,1525
cone,3542
cones,1152
contained,13883
container,5357
containers,2070
corner,23082
cornered,551
cornering,402
corners,7447
crane,1826
cranes,454
crooned,56
crowned,552
darkened,718
darkness,12623
deafened,58
destine,72
destined,1977
determine,25581
determined,16294
determines,3699
dine,572
dined,148
diner,1032
dines,41
dinner,13033
dinners,727
divine,12810
dizziness,538
done,173970
downer,316
downers,222
drained,1700
drowned,2178
dune,2293
dunes,432
earnest,1437
earphone,144
earphones,123
enemies,9066
enemy,16804
energetic,1993
engine,39579
engineer,47392
engineering,70440
engineers,24714
engines,10522
entertained,1119
everyone,119259
examine,8400
examined,4427
examines,1082
explained,16267
fanned,188
fashioned,1625
fastened,873
fawned,19
fine,111803
finely,1396
fines,1909
finest,8769
fitness,4349
flannel,450
flannels,34
fortune,15980
frightened,2549
frowned,1286
funeral,3229
funerals,313
funnel,793
funnels,77
gardened,14
gardener,791
gardeners,430
gasoline,3132
general,148206
generally,49993
generals,1917
generation,27091
generations,8470
generator,9106
generators,1984
generous,4650
generously,689
gentleness,261
glistened,199
gone,51802
goodness,3986
grinned,2104
groaned,1085
guinea,2
hairnet,27
happened,56716
happiness,8687
harness,2872
harnessed,142
harnesses,463
harnessing,501
hastened,105
highness,260
honest,22073
honestly,8444
honesty,5356
honey,9095
honeymoon,1422
honeysuckle,87
horned,420
hurricane,4856
illness,5877
illnesses,1734
imagine,34421
imagined,3241
imagines,273
irene,2
ironed,286
jane,2
japanese,2
jasmine,2324
joined,11090
journey,6724
journeys,591
june,2
kernel,33867
kernels,2419
kerosene,582
kindness,2297
knead,465
knee,7178
kneel,735
kneeling,1005
kneels,184
knees,9042
knelt,1177
knew,56520
lane,14141
lanes,2015
lazybones,5
leaned,3218
learned,28192
lengthened,215
limousine,527
limousines,53
line,239806
lined,2520
linen,1420
liner,2653
lines,83946
lineup,2017
listened,5915
lone,6450
lonely,4874
lonesome,765
machine,121111
machinery,3004
machines,48949
magazine,60424
magazines,18397
maintained,15766
mane,514
manes,438
mannered,283
manners,2989
meanest,201
medicine,19797
medicines,1200
megaphone,290
mentioned,56818
microphone,3687
microphones,729
mine,89232
minnesota,2
moaned,2464
money,209590
motioned,635
mourned,131
mourner,30
mourners,119
near,78064
nearby,10348
neared,275
nearer,1109
nearest,6362
nearing,705
nearly,33530
neat,11903
neatly,1644
nebraska,2
necessary,60901
necessities,789
necessity,4761
neck,14843
necking,106
necks,1026
necktie,112
nectar,514
need,415852
needed,71900
needing,4373
needle,5049
needles,2723
needs,89634
neigh,80
neighbor,4677
neighborhood,6558
neighborhoods,1544
neighbors,6230
neither,37286
nellie,2
nelson,2
nephew,1365
nephews,316
nervous,6721
nervously,983
nest,2560
nested,1613
nesting,671
nestle,325
nestled,336
nestling,62
nests,334
net,117271
nets,3437
netted,264
netting,437
neutral,8124
never,303030
nevertheless,7471
new,709086
newborn,1224
newest,6403
newly,6686
news,149046
newspaper,16826
newspapers,8417
next,188011
nine,14717
nines,136
nineteen,933
nineteenth,713
nineties,639
ninety,854
none,90592
one,1428620
ones,82909
opened,24039
opener,1481
outline,5083
outlined,3493
outlines,1684
owned,17616
owner,27132
owners,23682
pained,223
pane,971
panes,334
pardoned,234
partner,17567
partners,10360
patterned,542
phone,141621
phoned,819
phones,4050
pine,7922
pineapple,639
pines,976
pinned,1393
plane,18679
planed,196
planes,7918
planet,26591
planets,7934
planned,13959
poisoned,1098
politeness,742
porcupine,549
porcupines,60
prisoner,4487
prisoners,7915
prune,741
pruned,248
prunes,324
questioned,3940
rained,612
regeneration,2719
remained,7723
returned,23696
rightness,243
rudeness,587
ruined,3001
sardine,106
sardines,247
saxophone,560
scene,31920
scenery,3166
scenes,11747
scorned,254
screened,1480
seasoned,1762
shine,3208
shines,1131
shone,399
shortness,195
sickened,268
signed,27437
sneak,2641
sneaked,223
sneaker,223
sneakers,869
sneaking,829
sneaks,317
sneaky,1054
sneer,557
sneered,214
sneering,221
sneers,90
sneeze,542
sneezed,161
sneezing,262
someone,255349
spine,5169
spooned,30
sprained,260
stained,1178
stationed,1360
stone,33010
stoned,2019
stones,9996
straightened,975
strained,1225
stunned,1965
submarine,2265
submarines,921
sunshine,2609
sweetness,675
swine,802
tangerine,428
tanned,562
telephone,39462
telephoned,259
telephones,1435
tenement,47
tenements,51
tennessee,2
thinned,231
thinner,1987
throne,5953
thrones,154
tightened,1175
trained,11506
trainer,3507
tune,12262
tuned,5103
tunes,5292
tunnel,7454
tunneled,32
tunnels,1507
turned,51058
underneath,5195
undone,694
uneventful,257
upturned,161
valentine,2490
vane,153
vine,1243
vinegar,1946
vines,2062
warned,20430
wednesday,2
wednesdays,2
whenever,22958
whine,3759
whined,543
wilderness,3735
windowpane,53
windowpanes,17
wine,13079
wines,1377
winner,11892
winners,7272
woodbine,66
worsened,336
xylophone,69
xylophones,14
zone,17302
zoned,188
zones,3390
everyones,2
neary,2
neutrals,2
guineas,2
whiners,2
spinned,2
scariness,2
mittened,2
visioned,2
ne,2
thorned,2
vacationed,2
whiner,2
neutrally,2
nectars,2
honestwhen,2
joyner,2
donner,2
newstand,2
vined,2
neats,2
barnes,2
honeysuckles,2
craned,2
thneeds,2
woodbines,2
nese,2
saxophones,2
roofine,2
pined,2
yawned,2
lupine,2
destines,2
nelsons,2
portioned,2
linnet,2
newborns,2
deafblindness,2
neckties,2
greener,2
bonnets,2
neer,2
valentines,2
skinned,2
sunburned,2
ned,2
alabone,2
soonest,2
shined,2
chained,2
ovaltine,2
bonner,2
bearmine,2
lupines,2
bannered,2
madeline,2
swines,2
neighs,2
barney,2
neighing,2
neath,2
snergelly,2
sneezes,2
meaner,2
newstands,2
swooned,2
channeling,2
clarinets,2
wizened,2
cornelius,2
whiney,2
tininess,2
kneads,2
pawned,2
canes,2
lineups,2
regenerations,2
diners,2
japansneeze,2
nellar,2
unbuttoned,2
freshener,2
hairyness,2
whines,2
pineapples,2
megaphones,2
thinnest,2
crackabone,2
kneaded,2
boned,2
someones,2
tunneling,2
uneventfully,2
wined,2
francine,2
bloodiness,2
neighed,2
stepney,2
drowsiness,2
yarned,2
kneading,2
trainers,2
anesthesiologists,2
spines,2
plained,2
necked,2
ukraine,2
twinned,2
prunella,2
clowned,2
baloney,2
thneed,2
unselfishness,2
quimney,2
throned,2
nears,2
horner,2
catherines,2
triplane,2
sunshines,2
irenes,2
fresheners,2
openers,2
tangerines,2
hurricanes,2
monoplane,2
grained,2
bennetts,2
nestles,2
anesthesiologist,2
jays,2
twaddling,2
whiffing,2
daintiest,2
purred,2
darkens,2
hailing,2
drybreak,2
phased,2
raaahhrrrr,2
aaah,2
aaaaaahhh,2
raaahhhrrr,2
hallows,2
shallows,2
deviled,2
scuttered,2
billings,2
desisted,2
gays,2
riming,2
griming,2
angriest,44
best,269710
biggest,17944
blackest,113
blest,32
bravest,94
brightest,1025
candlestick,191
chest,13014
chests,532
closest,7918
coldest,316
darkest,794
dearest,585
deepest,1547
destination,6999
destine,72
destined,1977
detest,475
detested,107
domestic,12575
dullest,65
earnest,1437
easiest,7938
eldest,507
fastest,10396
festival,9124
festivals,1367
festive,293
festivities,427
festivity,36
fiddlesticks,14
fiercest,72
finest,8769
forest,17100
forests,3617
funniest,1670
gloucester,2
greatest,20712
guest,14824
guests,6318
handsomest,46
happiest,643
hardest,2985
harvest,2650
harvested,461
harvester,381
harvesting,600
harvests,136
heaviest,527
highest,20613
honest,22073
honestly,8444
honesty,5356
interest,90248
interested,178175
interesting,83906
interests,24352
investigate,10816
investigated,2876
investigates,442
investigating,3985
largest,19981
latest,53300
lester,2
longest,4093
loudest,568
loveliest,54
majestic,848
majestically,52
majesties,74
majesty,1148
meanest,201
midwestern,2
modest,3402
modestly,332
nearest,6362
nest,2560
nested,1613
nesting,671
nestle,325
nestled,336
nestling,62
nests,334
newest,6403
nicest,1223
northwest,6531
oldest,4632
orchestra,4973
orchestras,457
pedestrian,766
pedestrians,585
prettiest,346
priest,14419
priests,3607
protest,9199
protested,1485
protester,113
protesting,1879
protests,2624
proudest,73
question,184254
questioned,3940
questioning,3534
questions,145138
request,66650
requested,13789
requesting,5439
requests,24627
rest,78612
restaurant,8471
restaurants,5252
rested,1364
resting,2494
rests,2108
richest,989
roughest,68
safest,1754
shortest,1477
silliest,224
smallest,3475
smokestack,110
strangest,766
strongest,3528
suggest,50723
suggested,26110
suggesting,8642
suggests,10795
sweetest,628
test,124269
tested,17027
testing,40155
tests,23396
thickest,173
toughest,940
vest,1240
vests,501
west,62840
western,38454
westward,380
westwards,64
wrestle,954
wrestles,92
wrestling,5325
yesterday,21315
youngest,1538
houseguest,2
saddest,2
hesters,2
bossiest,2
soapiest,2
cheapest,2
daintiest,2
est,2
sylvester,2
tastiest,2
smartest,2
honestwhen,2
detests,2
backrest,2
tallest,2
ablest,2
candlesticks,2
destines,2
wrestled,2
ugliest,2
scariest,2
cunningest,2
lifestyles,2
protesters,2
soonest,2
chester,2
cest,2
resturant,2
ourchestra,2
fewest,2
detesting,2
butpresto,2
lifestyle,2
festoon,2
goest,2
hester,2
reddest,2
sunniest,2
houseguests,2
thinnest,2
resturants,2
celeste,2
blondest,2
smokestacks,2
uestion,2
bounciest,2
weirdest,2
fiddlestick,2
anesthesiologists,2
yummiest,2
dirtiest,2
destining,2
yesterdays,2
harvesters,2
nestles,2
plaidest,2
destinations,2
friendliest,2
anesthesiologist,2
bleach,1321
bleached,252
bleaching,256
bleak,725
bleat,130
bleating,189
bleats,48
clean,36259
cleaned,4546
cleaner,4138
cleaners,898
cleaning,9557
cleans,754
clear,77304
cleared,5459
clearing,4307
clearly,38949
clears,4784
displease,65
displeased,325
displeasing,60
flea,3445
fleas,2678
gleam,453
gleamed,132
gleaming,501
lead,48781
leader,32760
leaders,20455
leading,31040
leads,18855
leaf,7053
leafy,293
leak,5145
leaked,1136
leaks,2214
leaky,469
lean,4549
leaned,3218
leaning,2997
leans,792
leap,6092
leaped,621
leaping,1240
leaps,1534
leapt,717
learn,71509
learned,28192
learning,34859
learns,2364
lease,3327
leased,2339
leases,516
leash,2004
leashes,248
leasing,1020
least,201526
leather,11447
leave,76508
leaves,19854
leaving,25219
orleans,2
plead,1028
pleaded,933
pleading,1257
pleads,235
pleasant,6738
please,580706
pleased,11565
pleases,931
pleasing,1678
pleat,43
pleats,116
unpleasant,3055
leaved,2
lea,2
leashing,2
learnt,2
displeases,2
gleams,2
leadin,2
bleaks,2
bleaches,2
leaking,2
pleated,2
leashed,2
pleating,2
huppa,2
hurries,2
flatted,2
visioning,2
embroidering,2
100th,2
hatchling,2
sylvester,2
opening,30738
openin,2
chaining,2
yarning,2
nupboards,2
gnaws,2
twitches,2
doggie,2
doggies,2
gramps,2
wrens,2
escalators,2
september,2
temb,2
tembo,2
belches,2
thornbush,2
thornbushes,2
thorned,2
vacationed,2
steamships,2
buffering,2
pecking,2
specking,2
change,157121
changed,51343
changes,58662
changing,29705
exchange,36268
exchanged,2557
exchanges,2909
exchanging,2150
chang,2
changin,2
bladed,2
kidnaps,2
greasing,2
resurfacing,2
cloudberry,2
smogging,2
o1,2
starfruits,2
boohoo,25
oho,2
elongates,2
kerplop,2
ticketing,2
tins,2
martins,2
starberry,2
abigail,2
ability,56924
able,176530
ably,258
absolute,16842
absolutely,36967
accelerate,2370
accelerated,3369
accelerating,1039
accelerator,5154
accidental,2348
accidentally,4434
actually,196459
adorable,937
adult,25225
adultery,1230
adulthood,876
adults,11745
affectionately,260
afloat,417
agreeable,658
agreeably,54
aimless,150
aimlessly,251
airmail,750
airplane,4711
airplanes,1701
aisle,1390
al,2
alabama,2
alan,2
alarm,5601
alarmed,947
alarming,1060
alarms,1468
alas,4355
alaska,2
albert,2
ale,4921
alehouse,11
alexander,2
alfalfa,450
alice,2
alien,21217
aliens,11775
alike,5597
alive,20000
all,1699640
allegiance,1345
allegiances,66
allen,2
allergen,117
allergic,1967
allergies,1842
allergy,2767
alley,3013
alleys,240
alligator,725
allow,76959
allowed,44519
allowing,16706
allows,43224
almanac,1376
almond,647
almonds,454
almost,111603
alone,51002
along,92604
alongside,2366
aloud,1272
alphabet,2869
alphabetical,1750
already,146291
also,782969
although,109967
altogether,5418
aluminum,6382
always,200872
amazingly,2718
amble,54
ambulance,1402
ambulances,191
amiable,304
angel,18186
angelic,2817
angelina,2
angelo,2
angels,7178
animal,24747
animals,25828
ankle,2701
ankles,2761
annual,23579
antler,87
anxiously,753
apologize,10437
apologized,1345
apology,4126
apparently,41747
apple,65846
apples,3984
approval,10241
april,2
arlene,2
armadillo,292
arrival,6177
arrivals,547
artificial,10243
asleep,5412
asphalt,1273
automobile,3055
automobiles,1465
awful,8799
awfully,2472
awhile,7863
awl,113
axle,1743
axles,710
babble,1028
babbled,254
babylon,2
bachelor,2204
bachelors,1088
bacterial,1350
badlands,2
badly,11079
balance,22513
balanced,10051
balancing,2422
bald,2766
ball,38504
balled,104
ballerina,142
ballerinas,56
ballet,1671
balloon,4614
balloons,1116
ballroom,1589
balls,13295
barely,9842
barley,1199
barrel,6838
barrels,1880
baseball,18374
battle,28735
battles,5206
battling,841
beanstalk,100
beautiful,31344
beautifully,2428
beetle,1028
beetles,395
beguiling,67
belch,285
belched,72
belching,126
believe,208408
believed,14690
believes,11980
bell,24817
bellies,368
bellow,292
bellowed,128
bellowing,135
bellows,719
bells,2901
belly,5988
belong,14808
belonged,2002
belonging,2334
belongs,8247
below,90660
belt,10822
belted,201
belts,2338
bewilder,24
bewildered,542
bicycle,5040
bicycles,1414
bill,116921
billed,1961
billing,4333
billion,20700
billions,4133
bills,10430
billy,2
biplane,147
blab,111
black,160758
blackberry,132
blackbird,564
blackbirds,102
blacken,88
blackest,113
blacks,10746
blacksmith,4751
blade,9594
blades,4323
blah,12806
blame,17328
blamed,2791
blaming,2375
blank,15242
blanket,3816
blankets,1035
blast,18945
blasted,1576
blasting,1846
blasts,1451
blaze,4593
blazing,2949
bleach,1321
bleached,252
bleaching,256
bleak,725
bleat,130
bleating,189
bleats,48
bled,532
bleed,2528
bleeding,4311
bleeds,522
blend,3257
blended,862
blending,907
blends,661
bless,3929
blessed,5751
blessing,6966
blessings,2073
blest,32
blew,5339
blind,13561
blinded,2271
blinding,813
blinds,704
blink,2058
blinked,562
blinking,2038
bliss,2220
blithe,199
blizzard,2104
blizzards,105
block,33259
blocked,4953
blocking,4437
blocks,14413
blonde,6626
blondes,1091
blood,51803
bloody,8728
bloom,3775
bloomed,124
blooming,705
blooms,682
blossom,892
blossomed,181
blossoms,665
blotch,77
blouse,1687
blouses,216
blow,16922
blower,538
blowers,224
blowfish,399
blowing,4790
blown,5761
blows,4718
blubber,142
blue,89007
blueberries,208
blueberry,320
blur,1630
blurred,697
blurted,343
blush,1256
blushed,935
blushes,118
blushing,652
blustery,87
boil,3839
boiled,1943
boiler,890
boiling,3080
boils,1553
bold,5488
bolt,7297
bolted,766
bolts,3108
boneless,271
bookshelf,1126
bookshelves,231
bottle,18635
bottled,1257
bottles,5675
bottling,602
boulder,6521
boulders,344
bowl,10722
bowling,5428
bowls,1102
bramble,269
brambles,2562
bravely,343
brazil,2
breathless,548
bridal,1077
bridle,382
brightly,891
brilliant,7733
brilliantly,585
briskly,239
bristle,231
bristled,51
bristles,135
bristling,125
bristol,2
brittle,739
broccoli,917
bubble,5868
bubbled,145
bubbles,2057
bubbling,567
buckle,1230
buckled,347
buckles,903
buckling,186
buffalo,8345
build,47710
building,48372
buildings,6986
builds,3737
built,39881
bulb,3248
bulbs,2129
bulge,1266
bulged,191
bulging,606
bulk,7030
bulky,892
bull,8307
bulldog,1923
bulldozer,309
bullet,8340
bullets,4985
bullfinch,8
bullring,33
bulls,2548
bumble,134
bumblebee,264
bumblebees,54
bungle,311
burial,1103
bushel,200
bushels,84
busily,315
butterflies,675
butterfly,1800
cackle,145
cackled,67
calendar,9384
calendars,1279
calf,1480
california,2
call,241964
called,187703
calling,38001
calls,46310
calm,6302
calmed,592
calming,510
calves,974
camel,3377
camels,494
canal,2777
canals,468
candle,2721
candles,1697
candlestick,191
cannibal,460
cannibals,235
capable,21673
capital,24648
capitals,1298
caramel,339
careful,20981
carefully,20609
careless,1157
carelessly,383
carl,2
carol,6572
carols,159
castle,11631
castles,1222
catalog,27377
caterpillar,415
caterpillars,108
cattle,3832
cauldron,1021
cautiously,676
ceiling,4996
ceilings,639
celebrate,3177
celebrated,1537
celebrates,487
celebrating,1636
celebration,2903
celery,734
cellar,1140
cellars,138
cellophane,258
cereal,3180
ceremonial,1092
certainly,72398
chalk,1664
chalked,157
chandelier,168
chandeliers,65
channel,40056
channeled,476
channels,16106
chapel,2919
chapels,51
charles,2
charlie,2
cheerful,701
cheerfully,1079
chemical,15318
chemicals,5988
child,64731
childhood,5516
children,96104
chilled,668
chills,709
chilly,637
chocolate,9522
chuckle,1571
chuckled,806
chuckles,342
cinderella,2
circle,19889
circled,538
circles,6688
circling,665
circulate,795
circulating,1341
circulation,4679
civil,27982
civilian,5956
civilians,4632
clack,117
claim,56599
claimed,18855
claiming,11563
claims,33805
clair,2
claire,2
clam,770
clamber,40
clambered,65
clambering,31
clams,677
clang,277
clanged,16
clank,90
clanking,70
clap,934
clapped,223
clapping,486
claps,129
clara,2
clarinet,1636
clark,2
clasp,411
clasped,354
clasping,163
class,94262
classes,24192
classified,6246
classify,1702
classmate,374
classmates,948
classroom,4311
classrooms,887
clatter,100
clattered,38
clattering,38
claus,2
claw,2196
clawed,518
clawing,245
claws,2390
clay,10799
clean,36259
cleaned,4546
cleaner,4138
cleaners,898
cleaning,9557
cleans,754
clear,77304
cleared,5459
clearing,4307
clearly,38949
clears,4784
clergyman,222
clerk,2717
clerks,903
clever,7603
cleverly,921
click,20059
clicked,1728
clicking,3711
clicks,1577
cliff,5134
cliffs,1408
climate,6912
climates,745
climb,6146
climbed,2314
climbing,5865
climbs,1279
cling,1222
clinging,895
clings,207
clip,7283
clipped,1733
clips,5203
cloak,3971
clock,24498
clocks,3612
close,84929
closed,27660
closely,13971
closer,18667
closest,7918
closet,5260
closets,462
closing,11373
cloth,11193
clothe,216
clothed,921
clothes,14340
clothesline,355
clothing,10046
cloud,6303
clouds,4195
cloudy,1048
clover,696
clown,2763
clowning,91
clowns,1128
club,63266
clubhouse,445
clubs,14926
cluck,132
clucked,18
clucking,56
clucks,25
clue,17915
clueless,5245
clues,4767
clump,456
clumps,332
clumsily,209
clumsy,1384
clung,480
clunk,188
clutch,2714
clutched,385
clutches,542
clutching,660
clutter,1437
cluttered,486
clyde,2
coal,4840
coals,354
coastal,2109
cobbler,387
cockle,12
coil,3386
coiled,282
coiling,49
coils,1318
cold,34856
colder,993
coldest,316
cole,3946
collapse,5501
collapsed,2369
collapsing,875
collar,4157
collars,1068
collect,14309
collected,8254
collecting,8886
collection,40168
collections,6185
collector,5679
collectors,8044
collects,2004
college,77820
colleges,4420
color,74867
colored,4999
colorful,2464
coloring,1561
colors,22949
colt,1937
colts,1027
columbus,2
comfortable,16319
comfortably,1925
comical,617
compel,1074
compelled,2650
compelling,3443
compels,185
complain,12435
complained,4838
complaining,8069
complains,2661
complaint,8182
complaints,9720
complete,103019
completed,15405
completely,62563
completes,1027
completing,2548
compliment,2188
complimented,383
complimenting,110
compliments,1186
conclude,5860
concluded,5012
concludes,1541
concluding,883
congratulate,848
congratulated,290
congratulation,112
congratulations,3455
constable,724
constables,97
constantly,13506
controller,31094
controllers,8581
cool,49550
cooled,1322
cooling,3760
cools,515
coral,4831
cottontail,29
could,544758
countless,3400
couple,93450
coupled,3746
couples,7147
coupling,1220
courtly,78
cowardly,1253
cowgirl,222
crackle,239
crackled,91
crackles,109
crackling,337
cradle,1233
cradled,217
cradles,78
crawl,3133
crawled,1150
crawler,318
crawling,1562
crawls,431
creatively,559
crinkle,55
crinkles,27
crinkly,56
cripple,931
crippled,1525
crippling,672
crocodile,523
crudely,303
crumble,3316
crumbled,333
crumbling,555
crumple,108
crumpled,341
crystal,13439
crystals,2472
cuddle,597
cultural,19231
culturally,1524
culture,38337
cultures,8782
curdle,49
curdling,47
curiously,1054
curl,1238
curled,1053
curling,916
curls,764
