word,freq,phon_read,phonemes_right,phonemes_wrong,phonemes_proportion,phonemes_sum,phonemes_average,phoneme_dists,stress,wordwise_dist
calms,2,K-AA1-M-_,3,1,0.75,2.291405941164258,0.45828118823285163,0.05575886029482401-0.8075906555936628-0.0660074890129623-1.2773753167721094-0.08467361949069953,1.0,1.5160890567000602
guessed,3361,G-EH1-S-XX,3,1,0.75,1.608120998430749,0.3216241996861498,0.3059042213524312-0.269374835431297-0.020650500677693192-0.561034954294343-0.4511564866749846,1.0,0.8275681441380439
dried,4285,D-R-AY1-T,3,1,0.75,1.1172912352374307,0.22345824704748612,0.43344515860298594-0.018831165412491947-0.09955759003926554-0.5396973644945471-0.025759956688140212,1.0,0.7000556068288586
broom,602,B-R-XX-M,3,1,0.75,1.382267826788467,0.2764535653576934,0.20660406068887505-0.018536652625833795-0.7149031147621602-0.40017833787850265-0.042045660833095154,0.0,0.8461831058242857
rides,3952,R-AY1-D-Z,4,0,1.0,0.6525294845169279,0.1305058969033856,0.031153393028764763-0.09834277491679963-0.2065827713671971-0.23810835279193762-0.07834219241222884,1.0,0.3408098641215321
shamed,223,SH-EY1-M-XX,3,1,0.75,1.6392764650711507,0.3278552930142301,0.07022486885254675-0.22106558737139834-0.04958227785785217-1.2704347452381728-0.027968985751180755,1.0,1.2926896899392069
cliff,5134,K-L-IH1-F,4,0,1.0,1.326450187881774,0.26529003757635483,0.3071005304910303-0.3640046500385013-0.4676480651840919-0.07408886051461916-0.11360808165353124,1.0,0.6811026276687668
fits,10270,F-IH1-T-S,4,0,1.0,0.8058128382367928,0.16116256764735856,0.1404922283097486-0.2402283419256219-0.06989023953162213-0.2620247783364938-0.09317725013330633,1.0,0.3995889794104099
wept,408,W-EH1-P,3,1,0.75,2.2334850208553325,0.5583712552138331,0.08322883917949316-0.5229760643083119-0.16546079750937367-1.4618193198581537,1.0,1.8559967680288592
messed,3671,M-EH1-S-T,4,0,1.0,1.066213925511958,0.2132427851023916,0.132034370820904-0.19738639371252567-0.011245211131703022-0.4840789610328605-0.2414689888139648,1.0,0.5908981564938218
chores,930,CH-AO1-R-S,3,1,0.75,1.3554189498958358,0.27108378997916716,0.4590970630566319-0.123518368118648-0.008805861688674237-0.6793495092817382-0.08464814775014347,1.0,0.83353794661603
board,79619,B-AO1-R-XX,3,1,0.75,1.2362653936223342,0.24725307872446683,0.05146639285618535-0.13455215689284503-0.003928556943782759-1.0311107514354736-0.015207535494047492,1.0,1.0412440429310672
chops,894,XX-AA1-P-XX,2,2,0.5,1.879166036373728,0.37583320727474556,0.6227882349086616-0.4374955675049077-0.03772663541381249-0.5984249650293741-0.1827306335169718,1.0,0.9859988739053689
chugs,2,CH-AH1-K-XX,2,2,0.5,2.1494212044639327,0.42988424089278654,0.08913105524134626-0.16652363763042088-0.6441765004306033-1.1410137132710403-0.10857629789052194,1.0,1.3282842078942676
lucks,57,L-AH1-K-XX,3,1,0.75,1.9385662932730083,0.38771325865460166,0.2549876545966914-0.24271473081405942-0.11018007899007043-0.8906490636519085-0.44003476522027846,1.0,1.0596957787703074
stain,1778,S-T-EY1-XX,3,1,0.75,0.862557709622487,0.1725115419244974,0.0039379921402128626-0.04756133454214672-0.17864290609823508-0.6278166732145303-0.004598803627362092,1.0,0.6544966007441999
boons,2,B-UH1-N-_,2,2,0.5,2.5533055752238862,0.5106611150447773,0.08487108220654384-0.8913601140775953-0.038738172977479654-1.4137877686233147-0.12454843733895259,1.0,1.6785513896099316
curds,83,K-ER1-XX-S,2,2,0.5,1.901725392005362,0.3803450784010724,0.05025576529681122-0.12972581356387214-0.8783373082538836-0.6936899609191828-0.14971654397161208,1.0,1.1377397159016271
suds,166,S-AH1-D-Z,4,0,1.0,1.3045715807741776,0.2609143161548355,0.27146338899579137-0.1948696889794785-0.1374814814603319-0.6332771740123183-0.06747984732625745,1.0,0.7322303148004524
snip,5537,S-N-IH1-P,4,0,1.0,0.8353673884206854,0.16707347768413708,0.02781331272696031-0.41850170404066667-0.24072232434750593-0.13317219002378172-0.0151578572817708,1.0,0.5018257535461487
shops,10166,SH-AA1-P-XX,3,1,0.75,1.3689398879637846,0.2737879775927569,0.11733355684467896-0.26961284733381724-0.05003083494221368-0.7855158784948965-0.1464467703481784,1.0,0.8529028006562694
glad,25588,G-L-AE1-XX,3,1,0.75,2.035927807451939,0.4071855614903878,0.11528116493598761-0.3286254425741189-0.6131329797269882-0.9725606034550656-0.006327616759778787,1.0,1.2013037273943958
whooped,2,W-UW1-XX-_,2,2,0.5,2.8720415443622453,0.5744083088724491,0.11620913642452356-0.4233798273389917-0.9919283301339828-1.195044355942177-0.14547989452257015,1.0,1.620485194652537
timed,2511,T-AY1-M-XX,3,1,0.75,1.5355966650723234,0.3071193330144647,0.02458241397303768-0.1715353461460313-0.045420664440494106-1.2498204556169805-0.04423778489577968,1.0,1.2633684576177762
sand,10085,S-AE1-N-XX,3,1,0.75,1.5579823706147622,0.31159647412295244,0.1885788969644082-0.18627725226355124-0.04470930746562314-1.1327656172149962-0.005651296706183384,1.0,1.164237955902555
knives,2724,N-AY1-V-_,3,1,0.75,2.059226175351685,0.411845235070337,0.06894564289632178-0.2278768268335059-0.12446459025362668-1.424927924109457-0.21301119125877355,1.0,1.4655941254718055
sling,784,S-L-IH1-NG,4,0,1.0,0.632841527732231,0.1265683055464462,0.004235651180113626-0.22719267349159683-0.16424539609340288-0.17256526705245306-0.06460253991466457,1.0,0.33550448778424413
point,256290,P-OY1-N-XX,3,1,0.75,1.0973118502539212,0.21946237005078423,0.03535661252501804-0.34272077753409086-0.055530645199290275-0.5927620701680992-0.07094174482742271,1.0,0.6915134683780174
moist,1793,M-OY1-S-XX,3,1,0.75,1.332103679211821,0.2664207358423642,0.011392815240523104-0.39883382202230944-0.02839127026546905-0.7704740644474519-0.12301170723606747,1.0,0.8767932721905565
learns,2364,L-ER1-N-S,3,1,0.75,1.6810898679137423,0.33621797358274846,0.04006353812096345-0.2196651386332406-0.1466156918252428-1.099032574127497-0.17571292520679826,1.0,1.1445967204150846
peeked,349,P-IY1-K-XX,3,1,0.75,1.1374510823801975,0.2274902164760395,0.03887129383724281-0.3009524740392938-0.019454182610147416-0.6535740803233242-0.12459905157018926,1.0,0.7315366268743156
jarred,187,JH-XX-R-XX,2,2,0.5,2.971064825133243,0.5942129650266487,0.6263037462285937-0.9695872347531117-0.225706981207749-1.0804297146464095-0.06903714829737899,0.0,1.5985599537827877
clutch,2714,K-L-AH1-XX,3,1,0.75,1.9441932239858901,0.388838644797178,0.055410767428984105-0.16819075882282053-0.1627731160111605-0.7384052032717273-0.8194133784511975,1.0,1.1289526565804318
pits,2074,P-IH1-T-S,4,0,1.0,0.6211849520623555,0.12423699041247109,0.033829312713872434-0.1866714403270153-0.03991362834508672-0.30721301219888525-0.05355755847749573,1.0,0.3671947626185699
fawned,19,F-AO1-N-D,4,0,1.0,0.9421366764909407,0.18842733529818814,0.18061538887894138-0.18292648813711299-0.015592402083543693-0.5217490439871304-0.04125335340421235,1.0,0.5833104197881097
pens,1816,P-EH1-N-_,3,1,0.75,1.6060577945330152,0.321211558906603,0.09794056458201318-0.15265309772877608-0.007803935991299305-1.2041295494324735-0.1435306467984531,1.0,1.2261668900441836
poops,2,P-UW1-P-_,3,1,0.75,1.7166627956046119,0.34333255912092236,0.015647021000459976-0.1709405484598554-0.13305694153049455-1.2364945278550932-0.1605237567587087,1.0,1.2656445962287017
twig,242,T-W-IH1-XX,3,1,0.75,2.0027599821568294,0.40055199643136585,0.12182901224559747-0.2441679227986606-0.4788486946021327-1.1436542497412376-0.014260102769200828,1.0,1.269608108257386
wailed,232,W-EY1-L-XX,3,1,0.75,1.352876987657613,0.2705753975315226,0.02285951029460179-0.2795356676492297-0.3024153131860802-0.7123065486363435-0.035759947891357655,1.0,0.823879336706448
yikes,2,Y-AY1-K-S,4,0,1.0,1.7098278100157724,0.3419655620031545,0.2839488736306998-0.9531237238355084-0.041150988364167786-0.22187599290392745-0.20972823128146875,1.0,1.0411436437116226
gold,53069,G-OW1-L,3,1,0.75,2.6681472940077877,0.6670368235019469,0.09555166904737779-0.6802249484394648-0.09030814515217801-1.8020625313687673,1.0,2.174263330413602
sneeze,542,S-N-IY1-Z,4,0,1.0,1.0854093699406324,0.21708187398812648,0.01707997309283879-0.29778907111188835-0.2727707993519053-0.43528612650886034-0.06248339987513963,1.0,0.597287328280665
cocks,2,K-AA1-K-XX,3,1,0.75,1.6027231053378341,0.3205446210675668,0.02750681258246754-0.33448188633994613-0.04678146606728266-0.8968854969325273-0.29706744341561037,1.0,1.00373100138472
serves,10254,S-ER1-F-S,2,2,0.5,2.337044171036901,0.4674088342073802,0.037766064373862394-0.12006076307718969-0.969223147699274-1.065944118163662-0.14405007772291284,1.0,1.4533484304958468
crude,3353,K-R-UW1-D,4,0,1.0,0.8617952017814933,0.17235904035629865,0.07085126982458546-0.011536160842424198-0.4619925268487827-0.2811298213146107-0.036285422951090114,1.0,0.5467546878244266
tins,2,T-IH1-N-_,3,1,0.75,1.6802801509573801,0.336056030191476,0.08026848370368049-0.30127538753856475-0.012496423550728159-1.1675206497292014-0.11871920643520537,1.0,1.214316584229525
fouls,2,F-AW1-XX-XX,2,2,0.5,3.8105679388377762,0.7621135877675552,0.08380389644632831-1.1222847601961647-0.8875999553620703-1.540236454354987-0.1766428724782259,1.0,2.1113765406739464
chance,58967,CH-XX-N-_,2,2,0.5,2.653780198377593,0.5307560396755185,0.01583279976341953-1.0988575670160858-0.1774597219280041-1.1138709062694478-0.24775920340063523,0.0,1.5941529417677787
haves,2,HH-IH1-V-_,2,2,0.5,3.2476222391503238,0.6495244478300648,0.2982104866721169-1.3696789847668942-0.17097928530432338-1.2953627193828532-0.11339076302413638,1.0,1.9196369374396307
gaps,2500,G-AE1-P-S,4,0,1.0,0.91668556292441,0.183337112584882,0.05910373738021546-0.21871650219295669-0.04587844169936577-0.4924461762529104-0.10054070539896161,1.0,0.5532148420503795
clown,2763,K-L-AW1-N,4,0,1.0,0.747782870435476,0.1495565740870952,0.031724114967335695-0.3477699961945927-0.3094334308292579-0.042202913494020014-0.016652414950269732,1.0,0.4687833472612616
yipped,2,Y-IH1-P-T,4,0,1.0,0.8186529976585022,0.16373059953170044,0.2849957587496185-0.18208789561994346-0.007536143589910124-0.2659218786995337-0.07811132099949641,1.0,0.4373227660849065
spoon,2626,S-P-UW1-N,4,0,1.0,1.1732288923632657,0.23464577847265314,0.014753552726331323-0.26444468444154307-0.46962392466150815-0.41446878674597365-0.00993794378790957,1.0,0.6801311836515989
stair,926,S-T-EH1-R,4,0,1.0,0.9008582771290735,0.1801716554258147,0.0047762763063486455-0.07326809190693881-0.7223218808914903-0.06625633853773268-0.03423568948656311,1.0,0.7298643096855096
beets,159,B-IY1-T-S,4,0,1.0,0.9168123299710238,0.18336246599420475,0.18848997800494097-0.11267660977439052-0.13383926645360875-0.35544217021535696-0.12636430552272662,1.0,0.45655724013647764
smog,729,S-M-AA1-_,3,1,0.75,2.7527620354362936,0.5505524070872587,0.054822361652177916-0.588357514346762-0.6886888919437906-1.4045342061536292-0.016359061339933867,1.0,1.6722578751663029
cried,3973,K-R-AY1-D,4,0,1.0,0.8108233591232252,0.16216467182464506,0.24393192569132086-0.030612418944538596-0.07596218310088466-0.4314463212770648-0.028870510109416273,1.0,0.5031794832105683
throne,5953,TH-R-OW1-N,4,0,1.0,0.6158013409725784,0.12316026819451568,0.03571428652692182-0.027012667354536644-0.37508146100376444-0.16561887156876456-0.012374054518590923,1.0,0.4126427325100884
pant,538,P-AE1-N-XX,3,1,0.75,1.2731609798054335,0.2546321959610867,0.07300812738375055-0.12557588157565272-0.13428743624960696-0.9264314140389197-0.01385812055750343,1.0,0.947417445826081
crawl,3133,K-R-AO1-XX,3,1,0.75,1.2471898058618671,0.24943796117237343,0.12865966992582786-0.047251264245254034-0.29536907045348326-0.7710213949393023-0.004888406297999793,1.0,0.8369747716562516
churned,187,CH-ER1-N-T,3,1,0.75,1.2383730403312923,0.24767460806625846,0.20716660835522943-0.13236022138821768-0.07003936122891416-0.682670384940839-0.1461364644180921,1.0,0.7434631562173036
yaps,2,XX-AE1-P-S,3,1,0.75,2.201444877309758,0.4402889754619516,0.8264944654157047-0.5584052486110063-0.019577463239734107-0.7184920241977557-0.0784756758455572,1.0,1.231942377159427
spear,1636,S-P-IH1-R,4,0,1.0,1.5075173764071865,0.3015034752814373,0.01133554597983376-0.15579379650401706-0.4128532970795466-0.9006566371292598-0.026878099714529244,1.0,1.0033707474261444
camp,15940,K-AE1-M-P,4,0,1.0,1.2157709610545286,0.24315419221090573,0.4272885972902802-0.0745115224374813-0.2740442370734675-0.40312666464223296-0.036799939611066694,1.0,0.6535236028823862
chest,13014,CH-EH1-S-_,3,1,0.75,2.4365495321792543,0.48730990643585087,0.18902474555510212-0.29573319040505447-0.4812916242059124-1.2908775345816728-0.1796224374315124,1.0,1.4329895781849162
shopped,2,SH-AA1-P-T,4,0,1.0,1.3629758276337702,0.27259516552675406,0.3790481258686525-0.3606303356465827-0.029713065175697943-0.42916323020633124-0.16442107073650586,1.0,0.6970150311281038
veils,193,V-EY1-L-_,3,1,0.75,2.22864313129859,0.44572862625971804,0.11522803204812185-0.37624508547144736-0.28452161689552374-1.3261422888749648-0.1265061080085324,1.0,1.4179025283488074
dates,18210,D-EY1-T-_,3,1,0.75,1.954923836460175,0.390984767292035,0.32749546979204947-0.05252696818920384-0.43026115603451864-1.0248709752955154-0.11976926714888764,1.0,1.1661227297631187
rams,2,R-AE1-M-XX,3,1,0.75,1.2946189586600871,0.2589237917320174,0.01833410617242925-0.12458860941838143-0.03421084815559937-0.9717249455391395-0.1457604493745377,1.0,0.9912236486093258
weds,2,W-EH1-D-S,3,1,0.75,1.2723163090181995,0.2544632618036399,0.1763370401980647-0.11537713423426758-0.0962718406113254-0.8273769793442783-0.05695331463026353,1.0,0.8610872476937831
loves,10793,L-AH1-V-_,3,1,0.75,2.127279079044753,0.42545581580895064,0.060119673702131546-0.09856379928812777-0.3109319220579439-1.477196966043664-0.18046671795288619,1.0,1.5246924183677508
queen,17475,K-W-IY1-N,4,0,1.0,0.8244914055338753,0.16489828110677507,0.3539746614096702-0.0814660060757798-0.1931744629935031-0.18482908257775574-0.011047192477166482,1.0,0.4511485059789297
hand,124850,HH-AE1-N-XX,3,1,0.75,1.8609868928568412,0.37219737857136825,0.388045979896302-0.16964867614129273-0.0737598177529995-1.2191181135817424-0.010414305484504553,1.0,1.2927328800517766
sink,8581,S-IH1-NG-K,4,0,1.0,0.592167417636646,0.11843348352732921,0.07061047912766714-0.10579227884946142-0.166876395163465-0.193215511989109-0.05567275250694343,1.0,0.29061532432834086
bask,258,B-AE1-_,2,2,0.5,2.9060844854759633,0.7265211213689908,0.11311438032405056-0.0650384619533104-1.2332695646440808-1.4946620785545215,1.0,2.184489279606487
beans,4853,B-IY1-N-S,3,1,0.75,1.2867534439647765,0.2573506887929553,0.14167943099083924-0.0583945062848428-0.008604247933910366-1.013307901826798-0.06476735692838603,1.0,1.0269102818848217
morn,359,M-AO1-R-_,3,1,0.75,1.5646125076790447,0.3129225015358089,0.09782327664204502-0.12595322685193025-0.017863416332303258-1.310324351137489-0.012648236715277402,1.0,1.3201752131919262
dusk,797,D-AH1-XX-_,2,2,0.5,2.2423504846751023,0.4484700969350205,0.13026855263391424-0.055765264588914315-0.654357736103798-1.2162572349719423-0.1857016963765337,1.0,1.4007249869255605
scat,407,S-K-AE1-XX,3,1,0.75,2.011397361974946,0.40227947239498923,0.05160749990893421-0.5389073046171516-0.772701128468814-0.6297104208882519-0.01847100809179432,1.0,1.1344724955981698
calls,46310,K-AO1-L-Z,4,0,1.0,0.5595163638414491,0.11190327276828982,0.05400147058273707-0.11159909392615189-0.005377162308096127-0.33238647902397767-0.05615215800048634,1.0,0.3592120080826818
tugged,483,T-AH1-K-XX,2,2,0.5,2.375320073686074,0.4750640147372148,0.04915983729515568-0.13251541876955977-0.9384929931204512-1.1527605935084726-0.10239123099243443,1.0,1.496692043835636
star,81635,S-T-AA1-R,4,0,1.0,1.4313643889892622,0.28627287779785243,0.018644781370325214-0.519307183798963-0.6590464008851481-0.20803826765070635-0.026327755284119417,1.0,0.8650680950321957
bride,3678,B-R-AY1-D,4,0,1.0,0.5336267291775925,0.10672534583551849,0.060780404540277826-0.03664714191574805-0.08144762737801216-0.3349531384046454-0.019798416938909033,1.0,0.35250045224451665
roars,209,R-AO1-R-_,3,1,0.75,1.7471195659458545,0.3494239131891709,0.026536495509213255-0.052588530786679716-0.06428697695881767-1.4822299642266514-0.12147759846449238,1.0,1.4897533448026745
frat,2,F-R-AE1-T,4,0,1.0,1.3122943950226302,0.262458879004526,0.5304585768664422-0.13758157170645569-0.47329999562399255-0.1513350783076943-0.019619172518045548,1.0,0.7400101988207661
bugs,18339,B-AH1-G-_,3,1,0.75,1.8869787044333515,0.3773957408866703,0.07506937021732418-0.0875115530834-0.2651712117836958-1.3438924933732053-0.1153340759757263,1.0,1.3794775955602734
dears,2,D-IY1-R-S,3,1,0.75,2.0856043751596887,0.41712087503193773,0.10856143346062043-1.005481289035873-0.08436028586899111-0.8379260249287404-0.0492753418654635,1.0,1.316982516147045
soils,616,S-OY1-L-_,3,1,0.75,1.7820116037414828,0.3564023207482966,0.020855616790824358-0.30983629871266005-0.18552944633899282-1.1907011757467079-0.07508906615229767,1.0,1.2467005743123551
thrill,2571,TH-R-IH1-L,4,0,1.0,1.15930912150825,0.23186182430165,0.04325392756565846-0.0919653764529085-0.5204939505664637-0.48941397525034114-0.014181891672878212,1.0,0.7217822736213654
leads,18855,L-IY1-D-S,3,1,0.75,1.2520687516682651,0.25041375033365304,0.007897221069925063-0.11253148896473097-0.39464911765574634-0.6678267148576713-0.06916420912019132,1.0,0.786924289291236
heart,45785,XX-XX-T,0,4,0.0,6.996946860820454,1.7492367152051136,0.6427983279015557-2.1482774367392365-2.593533757435129-1.6123373387445326,0.0,3.9184607539723197
booked,1773,B-UH1-K-_,3,1,0.75,1.9225009691759396,0.3845001938351879,0.08506153177814149-0.4966170679909232-0.010831029532104191-1.1410104644962709-0.18898087537849975,1.0,1.2615862788402108
whizzed,47,W-IH1-Z-D,4,0,1.0,1.5013703230858604,0.3002740646171721,0.08072966782234475-0.5529203025916413-0.3022402979128105-0.4582445307350525-0.10723552402401144,1.0,0.7906167500935302
sort,78954,S-AO1-R-XX,3,1,0.75,1.4193191485140366,0.2838638297028073,0.44705201008605994-0.07490348832136501-0.19952614490753684-0.6551401550274489-0.04269735017162585,1.0,0.8223797183949925
shaped,5195,SH-EY1-P-T,4,0,1.0,1.0700933811517597,0.21401867623035192,0.15015484153234768-0.3317779598026129-0.03234593821739385-0.5060664656472637-0.04974817595214162,1.0,0.6262966544927655
peers,2697,P-IH1-R-S,3,1,0.75,2.0949548140436214,0.4189909628087243,0.04918025216800484-0.7579401059222911-0.17844401633293544-1.0289422770606746-0.08044816255971533,1.0,1.2938038045684794
steep,3258,S-T-XX-P,3,1,0.75,1.2463948516961638,0.24927897033923277,0.010900461964775982-0.0486567331369996-0.6045769231525496-0.5354289288985211-0.046831804543317465,0.0,0.8104794319274337
nooks,136,N-UH1-K-_,3,1,0.75,2.1695738101070385,0.4339147620214077,0.12362562774447533-0.5044367629409365-0.02097313708771532-1.3690983833716952-0.15143989896221602,1.0,1.4722581439644074
bulls,2548,B-IH1-L-XX,2,2,0.5,1.9460220121258531,0.3892044024251706,0.08581941324401193-0.960311979678449-0.006924230420432085-0.8100780439137623-0.082888344869198,1.0,1.2620257247444306
waved,1148,W-EY1-V-_,3,1,0.75,2.437043282494144,0.4874086564988288,0.03906195931227402-0.4944955553060675-0.24993928613280839-1.6176062093688264-0.035940272374167595,1.0,1.7106907638150914
scowl,133,S-K-AW1-L,4,0,1.0,1.823611147208977,0.36472222944179544,0.04069483339206568-0.23087682212637162-1.2668472620302997-0.27681233322242327-0.00837989643781688,1.0,1.317785055410023
please,580706,P-L-IY1-S,3,1,0.75,0.9785544615747236,0.1957108923149447,0.009189323302439016-0.03734109592525029-0.1521427539831703-0.5914730942097898-0.18840819415407417,1.0,0.6402845363553153
moons,1496,M-UW1-N-_,3,1,0.75,2.41258063380394,0.48251612676078803,0.03424336447437512-0.6817513137880119-0.044375085546894705-1.5285791975192171-0.12363167247544121,1.0,1.6792158180552814
flung,788,F-L-AH1-NG,4,0,1.0,1.0490778804931191,0.20981557609862383,0.1684475965043139-0.1541716754934247-0.11807932303894092-0.48044417264874617-0.12793511280769346,1.0,0.5597144101621112
steel,18416,S-T-XX-_,2,2,0.5,2.008897937833978,0.40177958756679566,0.005500213964052066-0.06338126409986883-0.5815105539383946-1.3439487631707887-0.014557142660874147,0.0,1.4658145004621246
dodged,325,D-AA1-JH-XX,3,1,0.75,2.1538640751676428,0.43077281503352854,0.01995489532365752-0.2561393375102351-0.4280643293871195-1.3253662217022468-0.1243392912443837,1.0,1.421724484257639
nines,136,N-AY1-N-_,3,1,0.75,1.6275528761381788,0.32551057522763577,0.00449388905403385-0.18998377555000895-0.07227794710617867-1.1446104548223077-0.21618680960564954,1.0,1.1824584396861264
toots,2,T-UW1-T-XX,3,1,0.75,1.865480059702119,0.3730960119404238,0.015562683945118222-0.38916617839219025-0.47854033600146556-0.873777674176163-0.10843318718718208,1.0,1.0751458248482522
vans,2,V-AE1-N-XX,3,1,0.75,1.6560181041081743,0.33120362082163485,0.5582122113226695-0.08658858556820015-0.05174389048345639-0.8997673698318229-0.05970604690202533,1.0,1.0653271882729518
nights,13907,N-AY1-T-_,3,1,0.75,1.4405336388680838,0.2881067277736168,0.07078005405182555-0.09149804744722463-0.0744568103108995-0.8885686767060472-0.3152300503520869,1.0,0.9528115255432328
chopped,3660,CH-AA1-P-T,4,0,1.0,1.5681926396351518,0.31363852792703034,0.3330483735053387-0.5391578636179777-0.01365281020998739-0.4621542165830828-0.22017937571876509,1.0,0.8147786801455419
fold,4908,F-OW1-L,3,1,0.75,2.995894183465598,0.7489735458663995,0.19335940040417365-0.6016273053618595-0.3367697346894353-1.8641377430101298,1.0,2.2333308423516938
spat,690,S-P-AA1-XX,2,2,0.5,2.082917546099173,0.4165835092198346,0.08195334447791278-0.2543846140960786-1.0627948090468375-0.6724627588475167-0.011322019630827457,1.0,1.285805210310708
plate,10421,P-L-EY1-T,4,0,1.0,0.7355116388023506,0.1471023277604701,0.045994771566055324-0.11551899390965346-0.48623971522574205-0.04537011125988911-0.04238804684101066,1.0,0.5057117866323202
drill,5864,D-R-IH1-XX,3,1,0.75,2.138352443211247,0.42767048864224944,0.5095844678042052-0.04863525332911539-0.7910963433125202-0.7803238402590613-0.008712538506344925,1.0,1.2234608069325297
seamed,2,S-IY1-M-XX,3,1,0.75,1.2546847880802794,0.2509369576160559,0.025478328480925697-0.15758030106823648-0.029313669898662787-0.9733836163301538-0.0689288723023007,1.0,0.9892253745869547
darn,4518,D-AA1-R-_,3,1,0.75,2.100620164528259,0.4201240329056518,0.2306893187489465-0.5829686358318726-0.010461194719773487-1.2699041858733986-0.00659682935426784,1.0,1.4162907851849498
cure,8517,K-Y-UH1-R,4,0,1.0,1.8522806531148617,0.37045613062297233,0.0864575771660654-0.36474954929651066-0.5024266920902711-0.8787219061216859-0.019924928440328768,1.0,1.079582751973042
peeks,2,P-IY1-K-S,4,0,1.0,0.7244823538563148,0.14489647077126294,0.02552660194399915-0.2481894801667936-0.028769615565624917-0.20040276421741332-0.2215938919624838,1.0,0.3903106930550655
pined,2,P-AY1-N-T,3,1,0.75,0.710071601326761,0.14201432026535218,0.01949705603475589-0.049743401518267935-0.044604133681224144-0.5514801609304135-0.04474684916209952,1.0,0.5576528654457475
bulk,7030,B-AH1-XX-_,2,2,0.5,2.908411255551368,0.5816822511102736,0.14153376222549524-0.1693086353049056-1.1643842364069832-1.4083214791612473-0.024863142452736964,1.0,1.8407812021940941
bums,773,B-AH1-M-XX,3,1,0.75,1.6602098440600688,0.33204196881201375,0.18918114639823133-0.053137979375803654-0.086166067182702-1.2172229953193712-0.11450165578396068,1.0,1.2412816729694984
pork,2769,P-AO1-R-K,4,0,1.0,1.2230546976955505,0.24461093953911012,0.06745942923631287-0.26656237428301804-0.4107026762628089-0.41812085703721097-0.060209360876199804,1.0,0.6501793448675334
shells,6897,SH-EH1-L-Z,4,0,1.0,0.862753639661327,0.1725507279322654,0.10669591531191296-0.2844219899703755-0.0057255139461772925-0.4068835037582503-0.059026716674610916,1.0,0.5112250063767206
pluck,534,P-L-AH1-K,4,0,1.0,1.9358736872363722,0.38717473744727443,0.06143568233637468-0.614260527706082-0.6769401630919532-0.17887919692176413-0.4043581171801982,1.0,1.0172716340239418
curled,1053,K-ER1-XX-T,2,2,0.5,1.8747875638018356,0.37495751276036715,0.11654789260088129-0.16143482301151116-0.8405686432444248-0.6945336781063146-0.061702526838703836,1.0,1.1101281408911334
sills,2,S-IH1-L-Z,4,0,1.0,0.9421487477052003,0.18842974954104005,0.013995989322799008-0.393005191399369-0.01203811291570264-0.4725691218529648-0.05054033221436486,1.0,0.6169844280496635
prick,3226,P-R-IH1-K,4,0,1.0,1.5738537088622726,0.3147707417724545,0.12205427968631731-0.09930958869781935-0.6543937135103665-0.281997125461391-0.4160990015063785,1.0,0.840030673072154
glove,2357,G-L-AH1-V,4,0,1.0,1.2238151278710352,0.24476302557420704,0.09720072198339107-0.05241627277717217-0.7172997709767726-0.2832434895780285-0.07365487255567084,1.0,0.7825383837798658
crown,8964,K-R-AW1-N,4,0,1.0,0.535432595890941,0.1070865191781882,0.09465538790414507-0.03632172152323938-0.355851073684703-0.02514266128349589-0.02346175149535782,1.0,0.37160665192633235
glues,2,G-L-UW1-S,3,1,0.75,1.3554567796954997,0.27109135593909994,0.06608791983215286-0.07618387859419085-0.2670323012973831-0.8988148590368065-0.047337820934966364,1.0,0.9442387762413684
names,65157,N-EY1-M-_,3,1,0.75,1.912045129539497,0.3824090259078994,0.00975339459429887-0.15980387185982003-0.0153417830523393-1.6736816144448206-0.05346446558821816,1.0,1.6822414725853068
hails,242,HH-EY1-L-_,3,1,0.75,2.180804931658485,0.43616098633169703,0.16686378996579074-0.4672363420603416-0.25487418559505537-1.151581196766228-0.14024941727106963,1.0,1.287215337857979
blub,2,B-L-AH1-P,3,1,0.75,1.4383318334547486,0.2876663666909497,0.1274566772926401-0.15342325701113826-0.2849528709954157-0.8598185493357713-0.012680478819783226,1.0,0.9275940768417427
ticks,2425,T-IH1-K-XX,3,1,0.75,1.7190724460808673,0.34381448921617347,0.024157210437618593-0.36212660688403175-0.07087987732603321-0.870000030448517-0.39190872098466684,1.0,1.0233453502134464
tiles,1271,T-AY1-L-S,3,1,0.75,1.357559533371302,0.2715119066742604,0.011973076386064515-0.3300091670382273-0.0751039555799821-0.879086227025164-0.06138710734186387,1.0,0.9440608987371052
plows,156,P-L-AW1-Z,4,0,1.0,1.018085052894696,0.20361701057893922,0.07278006078839827-0.1874161024400085-0.36324460662036-0.3452098351979167-0.04943444784801262,1.0,0.5422010437949724
rocked,1011,R-AA1-K-XX,3,1,0.75,1.4184168907911472,0.2836833781582294,0.023167288912609448-0.5183660274294842-0.05108092171970914-0.6582813699801239-0.1675212827492206,1.0,0.8562984669314627
barn,2577,B-AA1-R-_,3,1,0.75,1.8683096431181996,0.3736619286236399,0.2570378557699296-0.3221059483014382-0.03878475947277819-1.2445342971616071-0.005846782412446512,1.0,1.3115733911884029
seeks,7883,S-IY1-K-S,4,0,1.0,0.646822945848395,0.129364589169679,0.08771299237977634-0.1652990479875882-0.0404599542562723-0.15355234253162028-0.19979860869313779,1.0,0.31646825769561626
