"word","nearest_phon_rank","nearest_phon","stage"
"cuff",12,"come","Early"
"gal",2,"kill","Early"
"chain",2,"chin","Early"
"keg",52,"kill","Early"
"wed",6,"welt","Early"
"clue",25,"clung","Early"
"toad",8,"tone","Early"
"phone",1,"phone","Early"
"seed",10,"seal","Early"
"through",25,"throng","Early"
"watt",1,"watt","Early"
"shave",161,"shim","Early"
"dime",3,"dim","Early"
"face",20,"fin","Early"
"lean",1,"lean","Early"
"hood",19,"hole","Early"
"cap",3,"cop","Early"
"mug",7,"mum","Early"
"chief",46,"chime","Early"
"tote",10,"tone","Early"
"brew",51,"bread","Early"
"serge",60,"tree","Early"
"stir",10,"still","Early"
"mew",2,"plea","Early"
"dang",2,"tan","Early"
"tide",14,"tin","Early"
"goal",3,"cole","Early"
"cave",29,"calm","Early"
"zit",20,"cyst","Early"
"when",1,"when","Early"
"main",2,"mane","Early"
"rock",1,"rock","Early"
"loupe",76,"lawn","Early"
"god",3,"cod","Early"
"use",463,"shell","Early"
"cod",1,"cod","Early"
"hike",24,"hymn","Early"
"coke",39,"cod","Early"
"free",2,"three","Early"
"pith",9,"pin","Early"
"puck",1,"puck","Early"
"rein",13,"ring","Early"
"dell",1,"dell","Early"
"pouch",205,"pawn","Early"
"man",1,"man","Early"
"rave",24,"rise","Early"
"bomb",2,"pomp","Early"
"hop",1,"hop","Early"
"could",88,"call","Early"
"paid",9,"paint","Early"
"vain",17,"sane","Early"
"cheat",15,"chin","Early"
"elm",17,"and","Early"
"sauce",56,"seen","Early"
"shirt",11,"shun","Early"
"tear",1,"tear","Early"
"seal",1,"seal","Early"
"lake",42,"lane","Early"
"son",2,"sun","Early"
"mouth",108,"meant","Early"
"mil",2,"mill","Early"
"night",13,"ninth","Early"
"choice",24,"shown","Early"
"huck",1,"huck","Early"
"lock",1,"lock","Early"
"wheat",6,"wheel","Early"
"moan",1,"moan","Early"
"mass",2,"mast","Early"
"wear",1,"wear","Early"
"bog",3,"pod","Early"
"hack",1,"hack","Early"
"tout",117,"taunt","Early"
"chess",11,"shell","Early"
"naught",56,"non","Early"
"hone",1,"hone","Early"
"top",1,"top","Early"
"bum",1,"bum","Early"
"bid",8,"pin","Early"
"moot",6,"moan","Early"
"yet",53,"west","Early"
"jeep",16,"gem","Early"
"serf",139,"some","Early"
"base",12,"pane","Early"
"chide",11,"chin","Early"
"kick",1,"kick","Early"
"hearse",32,"hull","Early"
"berth",8,"burl","Early"
"wag",9,"wan","Early"
"name",1,"name","Early"
"mitt",4,"mist","Early"
"date",23,"dean","Early"
"page",14,"pane","Early"
"scene",19,"sin","Early"
"boil",16,"pole","Early"
"hath",1,"hath","Early"
"hog",1,"hog","Early"
"jowl",138,"shawl","Early"
"wrought",6,"rod","Early"
"maid",12,"mane","Early"
"pass",3,"past","Early"
"town",11,"tune","Early"
"fame",1,"fame","Early"
"yawl",18,"well","Early"
"pap",4,"pop","Early"
"soot",48,"salt","Early"
"peel",2,"peal","Early"
"ditch",75,"din","Early"
"rim",1,"rim","Early"
"bib",4,"pimp","Early"
"gain",3,"kin","Early"
"win",1,"win","Early"
"gun",1,"gun","Early"
"thick",28,"think","Early"
"whole",8,"wall","Early"
"fish",5,"fin","Early"
"pile",2,"pill","Early"
"move",7,"mom","Early"
"shot",8,"shod","Early"
"hue",1,"hue","Early"
"mig",11,"whim","Early"
"tog",1,"tog","Early"
"gauge",201,"gone","Early"
"beech",33,"bell","Early"
"lien",2,"lean","Early"
"thus",21,"thud","Early"
"vase",38,"phase","Early"
"sap",5,"sop","Early"
"wave",2,"waive","Early"
"mike",46,"mine","Early"
"churn",2,"chum","Early"
"zip",9,"sip","Early"
"vine",11,"fine","Early"
"week",6,"weed","Early"
"long",7,"lawn","Early"
"lone",8,"lawn","Early"
"peach",33,"pen","Early"
"moll",5,"mall","Early"
"rip",1,"rip","Early"
"pose",3,"pole","Early"
"kale",1,"kale","Early"
"crow",10,"crawl","Early"
"rime",3,"rim","Early"
"couch",90,"call","Early"
"mice",12,"mine","Early"
"kite",11,"kin","Early"
"gout",125,"gaunt","Early"
"girth",187,"grit","Early"
"dung",6,"dun","Early"
"loath",27,"lose","Early"
"none",7,"known","Early"
"roam",8,"ran","Early"
"bone",1,"bone","Early"
"coupe",24,"call","Early"
"lithe",10,"line","Early"
"dive",40,"dim","Early"
"firm",19,"fun","Early"
"bar",2,"par","Early"
"hale",4,"heel","Early"
"gaze",5,"cane","Early"
"pun",1,"pun","Early"
"whose",11,"wall","Early"
"gait",50,"kin","Early"
"shod",2,"hull","Early"
"nerve",62,"nun","Early"
"nap",1,"nap","Early"
"bug",10,"pun","Early"
"took",12,"tog","Early"
"nut",3,"nun","Early"
"wipe",3,"whim","Early"
"foil",14,"fall","Early"
"ton",1,"ton","Early"
"blur",7,"blood","Early"
"pick",2,"pink","Early"
"rook",5,"rot","Early"
"sag",13,"sod","Early"
"lobe",27,"lawn","Early"
"shake",158,"shin","Early"
"lung",1,"lung","Early"
"nose",4,"known","Early"
"tune",43,"ton","Early"
"curb",4,"cry","Early"
"tuck",1,"tuck","Early"
"foul",21,"fall","Early"
"knife",111,"nine","Early"
"nine",1,"nine","Early"
"guile",6,"gill","Early"
"rice",4,"rise","Early"
"stew",46,"steal","Early"
"wake",6,"wade","Early"
"folk",453,"fault","Early"
"doll",2,"tall","Early"
"hill",1,"hill","Early"
"pore",2,"pour","Early"
"yawn",28,"when","Early"
"hire",76,"shear","Early"
"dome",6,"dawn","Early"
"tub",2,"ton","Early"
"jeer",5,"chair","Early"
"bull",21,"pall","Early"
"deep",18,"deem","Early"
"him",2,"hymn","Early"
"pew",2,"plea","Early"
"art",1,"art","Early"
"pen",7,"pin","Early"
"race",21,"rise","Early"
"tan",1,"tan","Early"
"work",36,"one","Early"
"muff",1,"muff","Early"
"lute",156,"lull","Early"
"slow",6,"slob","Early"
"germ",66,"gum","Early"
"cam",3,"calm","Early"
"whine",3,"win","Early"
"shack",10,"shank","Early"
"fate",19,"phase","Early"
"fail",2,"fin","Early"
"boar",4,"pour","Early"
"wrote",46,"rod","Early"
"pray",6,"pry","Early"
"wing",2,"win","Early"
"arc",2,"art","Early"
"there",14,"shear","Early"
"can",1,"can","Early"
"jock",2,"chalk","Early"
"nape",17,"name","Early"
"coach",11,"cole","Early"
"bun",2,"pun","Early"
"coil",10,"call","Early"
"bile",3,"bill","Early"
"peak",2,"pink","Early"
"gum",2,"come","Early"
"rout",17,"rot","Early"
"rheum",34,"run","Early"
"shoal",2,"shawl","Early"
"tooth",93,"tone","Early"
"merge",2,"burl","Early"
"cease",67,"keen","Early"
"pave",6,"pane","Early"
"shill",1,"shill","Early"
"lurk",14,"learn","Early"
"loin",10,"lean","Early"
"neat",29,"knead","Early"
"hose",1,"hose","Early"
"yell",1,"yell","Early"
"ounce",224,"was","Early"
"web",12,"wan","Early"
"theme",1,"theme","Early"
"thong",7,"sun","Early"
"rite",9,"rise","Early"
"dine",2,"din","Early"
"pine",2,"pin","Early"
"dour",433,"tore","Early"
"ledge",21,"lean","Early"
"mid",11,"mint","Early"
"kill",1,"kill","Early"
"van",13,"pan","Early"
"blue",26,"blood","Early"
"known",4,"non","Early"
"pat",3,"pot","Early"
"sane",7,"sin","Early"
"good",52,"colt","Early"
"not",2,"knot","Early"
"calm",1,"calm","Early"
"soup",229,"some","Early"
"where",2,"wear","Early"
"ten",4,"tin","Early"
"pearl",88,"peal","Early"
"dire",8,"doll","Early"
"tight",85,"tin","Early"
"suck",1,"suck","Early"
"foal",1,"foal","Early"
"rape",49,"rim","Early"
"tale",5,"till","Early"
"neck",3,"nick","Early"
"sad",5,"sod","Early"
"ware",5,"war","Early"
"dot",1,"dot","Early"
"write",11,"rise","Early"
"mirth",203,"mill","Early"
"vise",33,"fine","Early"
"fit",2,"fist","Early"
"black",4,"plan","Early"
"swirl",12,"slid","Early"
"clove",10,"clause","Early"
"nonce",6,"non","Early"
"dress",1,"dress","Early"
"kept",6,"kit","Early"
"bleep",7,"bleed","Early"
"boast",3,"bolt","Early"
"dank",1,"dank","Early"
"trill",1,"trill","Early"
"grease",5,"green","Early"
"growth",86,"grease","Early"
"butte",4,"bleat","Early"
"throng",1,"throng","Early"
"hunk",1,"hunk","Early"
"cloth",6,"clause","Early"
"skiff",14,"swim","Early"
"hound",7,"hone","Early"
"kilt",1,"kilt","Early"
"jump",3,"chum","Early"
"spill",5,"still","Early"
"pimp",1,"pimp","Early"
"yeast",1,"yeast","Early"
"fist",1,"fist","Early"
"mince",2,"mine","Early"
"quack",1,"quack","Early"
"brood",3,"brawn","Early"
"grime",2,"grim","Early"
"drop",1,"drop","Early"
"dream",1,"dream","Early"
"sling",1,"sling","Early"
"child",5,"chill","Early"
"clout",18,"glen","Early"
"hand",1,"hand","Early"
"slough",35,"slung","Early"
"roast",4,"ruse","Early"
"charm",2,"char","Early"
"frock",1,"frock","Early"
"york",49,"char","Early"
"smear",4,"snare","Early"
"last",1,"last","Early"
"screw",26,"screen","Early"
"steal",1,"steal","Early"
"blood",18,"bloom","Early"
"bran",1,"bran","Early"
"spurt",5,"stir","Early"
"stare",2,"snare","Early"
"lend",2,"lent","Early"
"frame",1,"frame","Early"
"skill",5,"still","Early"
"score",2,"store","Early"
"plight",11,"plain","Early"
"prone",2,"brawn","Early"
"snag",12,"slang","Early"
"quick",1,"quick","Early"
"bump",1,"bump","Early"
"throne",2,"throng","Early"
"flood",11,"flown","Early"
"spite",32,"spine","Early"
"truce",30,"tread","Early"
"grouse",7,"green","Early"
"vast",5,"fast","Early"
"slight",7,"sling","Early"
"smash",1,"smash","Early"
"sex",202,"cyst","Early"
"slug",3,"slung","Early"
"flog",1,"flog","Early"
"gloom",1,"gloom","Early"
"breeze",1,"breeze","Early"
"bridge",43,"brain","Early"
"sniff",1,"sniff","Early"
"gloss",1,"gloss","Early"
"cusp",8,"cull","Early"
"moist",30,"meant","Early"
"crepe",41,"cream","Early"
"please",1,"please","Early"
"cliff",1,"cliff","Early"
"sleeve",7,"sling","Early"
"cube",1,"cube","Early"
"scout",73,"spun","Early"
"bring",2,"grin","Early"
"crime",4,"grim","Early"
"tamp",1,"tamp","Early"
"breed",1,"breed","Early"
"post",1,"post","Early"
"squaw",5,"squall","Early"
"cold",4,"call","Early"
"gulp",4,"gull","Early"
"slouch",68,"slung","Early"
"cork",15,"car","Early"
"stitch",83,"sling","Early"
"source",11,"sore","Early"
"host",1,"host","Early"
"feud",7,"fund","Early"
"hex",168,"hiss","Early"
"since",2,"sin","Early"
"blaze",3,"plain","Early"
"sped",12,"spin","Early"
"prim",1,"prim","Early"
"snack",20,"sling","Early"
"plain",1,"plain","Early"
"stack",47,"slang","Early"
"grub",2,"crumb","Early"
"hark",1,"hark","Early"
"smirk",179,"slim","Early"
"sluice",90,"sling","Early"
"wart",1,"wart","Early"
"skeet",17,"skin","Early"
"hank",1,"hank","Early"
"bank",1,"bank","Early"
"foist",84,"font","Early"
"rend",3,"wren","Early"
"thwack",31,"fling","Early"
"truck",2,"trot","Early"
"clock",3,"clot","Early"
"tax",25,"tact","Early"
"dram",1,"dram","Early"
"rinse",1,"rinse","Early"
"limp",1,"limp","Early"
"dust",1,"dust","Early"
"feint",12,"fin","Early"
"plod",1,"plod","Early"
"spit",6,"spin","Early"
"queen",1,"queen","Early"
"spin",1,"spin","Early"
"clear",10,"trill","Early"
"clam",1,"clam","Early"
"count",5,"gaunt","Early"
"brush",6,"press","Early"
"spice",24,"spine","Early"
"thirst",21,"third","Early"
"spray",14,"screen","Early"
"shrewd",12,"shrine","Early"
"shred",2,"shrine","Early"
"fret",3,"thread","Early"
"fink",1,"fink","Early"
"crone",2,"croon","Early"
"hulk",1,"hulk","Early"
"sand",1,"sand","Early"
"skid",6,"skin","Early"
"quake",3,"quote","Early"
"clip",1,"clip","Early"
"fault",1,"fault","Early"
"brad",1,"brad","Early"
"creak",22,"creed","Early"
"speck",53,"spin","Early"
"guild",3,"gun","Early"
"manse",14,"mane","Early"
"frog",1,"frog","Early"
"stood",29,"stone","Early"
"spire",31,"still","Early"
"brown",2,"brawn","Early"
"flour",151,"flaw","Early"
"box",45,"pot","Early"
"drove",89,"drawn","Early"
"bunt",1,"bunt","Early"
"crash",4,"crass","Early"
"sting",2,"sling","Early"
"speak",60,"spin","Early"
"swig",14,"swim","Early"
"pest",1,"pest","Early"
"dial",188,"dill","Early"
"flag",5,"slang","Early"
"trot",1,"trot","Early"
"volt",65,"wall","Early"
"slot",1,"slot","Early"
"stoop",56,"stone","Early"
"fox",8,"fist","Early"
"spike",58,"spin","Early"
"kind",3,"kin","Early"
"told",4,"tall","Early"
"dunk",7,"dun","Early"
"quit",1,"quit","Early"
"hard",3,"hart","Early"
"shrug",2,"shrine","Early"
"green",1,"green","Early"
"swell",1,"swell","Early"
"snake",35,"stain","Early"
"brought",15,"bread","Early"
"send",4,"scent","Early"
"thrice",3,"shrine","Early"
"lint",1,"lint","Early"
"wind",2,"win","Early"
"brain",1,"brain","Early"
"just",1,"just","Early"
"broach",94,"bruise","Early"
"scope",62,"stone","Early"
"sneak",42,"sling","Early"
"quill",1,"quill","Early"
"clothe",69,"glen","Early"
"bloc",6,"plod","Early"
"fuse",1,"fuse","Early"
"cling",3,"glean","Early"
"skip",1,"skip","Early"
"lapse",109,"lean","Early"
"brig",2,"grid","Early"
"fleet",1,"fleet","Early"
"bright",6,"bride","Early"
"thorn",1,"thorn","Early"
"brooch",62,"bruise","Early"
"floor",1,"floor","Early"
"bleak",23,"bleed","Early"
"swam",1,"swam","Early"
"pomp",1,"pomp","Early"
"disk",3,"dint","Early"
"false",11,"feel","Early"
"stove",52,"stone","Early"
"stage",68,"stain","Early"
"drum",1,"drum","Early"
"brute",33,"bread","Early"
"garb",8,"car","Early"
"groin",5,"green","Early"
"broad",7,"brawn","Early"
"yank",12,"chant","Early"
"lax",69,"lass","Early"
"slat",1,"slat","Early"
"thrill",2,"shrine","Early"
"steak",200,"sling","Early"
"gleam",1,"gleam","Early"
"brace",5,"brain","Early"
"crown",5,"croon","Early"
"stout",63,"slung","Early"
"park",1,"park","Early"
"prime",3,"prim","Early"
"lift",3,"list","Early"
"grab",4,"gram","Early"
"swipe",12,"swim","Early"
"lilt",1,"lilt","Early"
"fling",2,"flint","Early"
"gram",1,"gram","Early"
"sloop",14,"slum","Early"
"fierce",110,"fill","Early"
"wolf",35,"wall","Early"
"grain",1,"grain","Early"
"shrub",2,"shrine","Early"
"troup",80,"drawn","Early"
"thump",5,"thumb","Early"
"stuck",13,"stung","Early"
"grudge",52,"grin","Early"
"stud",1,"stud","Early"
"flight",5,"flint","Early"
"found",13,"fawn","Early"
"stiff",5,"slim","Early"
"world",12,"wall","Early"
"past",1,"past","Early"
"creche",26,"crease","Early"
"clot",1,"clot","Early"
"joint",7,"june","Early"
"skull",2,"spun","Early"
"pant",1,"pant","Early"
"spare",3,"stare","Early"
"best",2,"pest","Early"
"sharp",5,"shear","Early"
"held",2,"hell","Early"
"hind",2,"hint","Early"
"slope",34,"slum","Early"
"stool",4,"stall","Early"
"link",4,"lint","Early"
"spear",13,"stare","Early"
"bread",4,"breed","Early"
"trip",1,"trip","Early"
"slice",3,"sling","Early"
"glum",1,"glum","Early"
"lark",1,"lark","Early"
"suede",120,"spun","Early"
"lard",1,"lard","Early"
"health",2,"hell","Early"
"proof",21,"pro","Early"
"launch",30,"lent","Early"
"flick",4,"fling","Early"
"thrive",34,"shrine","Early"
"carve",39,"car","Early"
"bloat",5,"plan","Early"
"grief",26,"grim","Early"
"place",5,"plain","Early"
"hunch",4,"shun","Early"
"stair",30,"still","Early"
"stab",8,"span","Early"
"trough",211,"drawn","Early"
"thrown",3,"throng","Early"
"paste",4,"paint","Early"
"press",1,"press","Early"
"snare",1,"snare","Early"
"crate",25,"crease","Early"
"mend",3,"meant","Early"
"trim",1,"trim","Early"
"slave",9,"sling","Early"
"large",5,"lear","Early"
"rump",1,"rump","Early"
"clan",1,"clan","Early"
"mount",3,"meant","Early"
"grate",17,"graze","Early"
"glen",1,"glen","Early"
"glad",3,"clan","Early"
"gilt",1,"gilt","Early"
"harm",1,"harm","Early"
"thread",2,"shrine","Early"
"lamp",1,"lamp","Early"
"thence",24,"hen","Early"
"prose",1,"prose","Early"
"rift",9,"writhe","Early"
"band",1,"band","Early"
"speech",99,"stem","Early"
"swear",1,"swear","Early"
"clog",5,"clot","Early"
"slash",11,"slice","Early"
"board",5,"bore","Early"
"great",37,"green","Early"
"spun",1,"spun","Early"
"crutch",37,"crust","Early"
"rasp",4,"rat","Early"
"flame",1,"flame","Early"
"clown",3,"clean","Early"
"scan",1,"scan","Early"
"bunk",2,"bunt","Early"
"shriek",13,"shrine","Early"
"creep",8,"cream","Early"
"leapt",72,"lean","Early"
"brass",1,"brass","Early"
"belch",38,"bill","Early"
"shrine",1,"shrine","Early"
"tilt",1,"tilt","Early"
"burst",5,"burl","Early"
"sleight",10,"sling","Early"
"dent",1,"dent","Early"
"mind",2,"mint","Early"
"belt",2,"pelt","Early"
"gasp",10,"caste","Early"
"vex",1008,"cyst","Early"
"fraud",20,"thrill","Early"
"yelp",16,"wheel","Early"
"six",6,"cyst","Early"
"swim",1,"swim","Early"
"mourn",5,"more","Early"
"fluke",97,"flung","Early"
"help",2,"hell","Early"
"scheme",8,"spun","Early"
"knelt",1,"knelt","Early"
"fact",2,"fast","Early"
"hoarse",2,"whore","Early"
"dump",1,"dump","Early"
"throat",33,"throne","Early"
"brawn",2,"bran","Early"
"least",4,"lest","Early"
"grille",1,"grille","Early"
"fifth",1,"fifth","Early"
"span",1,"span","Early"
"duct",20,"dust","Early"
"sold",10,"salt","Early"
"drag",4,"grad","Early"
"torque",89,"tar","Early"
"wasp",3,"watt","Early"
"cost",1,"cost","Early"
"ward",7,"war","Early"
"close",3,"clause","Early"
"sunk",5,"sun","Early"
"crumb",1,"crumb","Early"
"grope",10,"groom","Early"
"torn",3,"tar","Early"
"cyst",4,"cost","Early"
"font",1,"font","Early"
"lest",1,"lest","Early"
"psalm",73,"twin","Early"
"barre",95,"bar","Early"
"sulk",4,"sill","Early"
"sleek",17,"sling","Early"
"fence",5,"fen","Early"
"horse",4,"whore","Early"
"guest",5,"cult","Early"
"smooth",10,"swan","Early"
"slid",2,"sling","Early"
"pound",9,"pawn","Early"
"klan",2,"clan","Early"
"forge",30,"for","Early"
"hinge",28,"shine","Early"
"shaft",183,"shin","Early"
"treat",5,"tread","Early"
"tint",1,"tint","Early"
"sound",24,"sun","Early"
"trap",1,"trap","Early"
"fresh",16,"thread","Early"
"pelt",1,"pelt","Early"
"realm",11,"real","Early"
"charge",4,"char","Early"
"cart",2,"car","Early"
"fork",12,"far","Early"
"jolt",17,"shawl","Early"
"gift",3,"kiss","Early"
"grove",8,"grow","Early"
"bond",1,"bond","Early"
"style",8,"sling","Early"
"solve",33,"sill","Early"
"zest",1,"zest","Early"
"scar",1,"scar","Early"
"bulk",1,"bulk","Early"
"hearth",3,"hare","Early"
"flip",1,"flip","Early"
"crass",1,"crass","Early"
"muse",57,"mum","Early"
"flute",36,"flood","Early"
"pact",3,"past","Early"
"cure",1,"cure","Early"
"short",11,"shear","Early"
"sank",1,"sank","Early"
"thrash",35,"shrine","Early"
"wrest",1,"wrest","Early"
"once",591,"moan","Early"
"smack",3,"slang","Early"
"plug",5,"plumb","Early"
"mink",1,"mink","Early"
"whence",7,"when","Early"
"twice",9,"twain","Early"
"prod",1,"prod","Early"
"clang",4,"clan","Early"
"yard",29,"char","Early"
"grad",1,"grad","Early"
"borne",6,"bore","Early"
"rank",4,"ran","Early"
"wield",3,"wheel","Early"
"brag",5,"brad","Early"
"trait",10,"train","Early"
"flake",17,"flail","Early"
"clash",16,"class","Early"
"range",39,"rain","Early"
"stall",3,"steal","Early"
"pulse",4,"pall","Early"
"bulge",20,"bun","Early"
"brake",20,"braid","Early"
"sect",82,"cyst","Early"
"spate",18,"stain","Early"
"beard",20,"bear","Early"
"rapt",11,"rat","Early"
"lent",1,"lent","Early"
"max",49,"mat","Early"
"sax",23,"cyst","Early"
"bloke",39,"bleed","Early"
"greet",6,"green","Early"
"stray",15,"string","Early"
"freight",105,"shrine","Early"
"binge",18,"bind","Early"
"slack",11,"slang","Early"
"cross",1,"cross","Early"
"weld",3,"well","Early"
"choir",336,"swore","Early"
"plate",6,"plain","Early"
"clutch",53,"clung","Early"
"salt",3,"sill","Early"
"gold",4,"gall","Early"
"dork",33,"tar","Early"
"steam",1,"steam","Early"
"hold",6,"haul","Early"
"rant",1,"rant","Early"
"stub",5,"spun","Early"
"flush",3,"flung","Early"
"pleat",7,"plead","Early"
"slide",4,"sling","Early"
"bound",7,"bent","Early"
"pink",1,"pink","Early"
"lance",6,"lean","Early"
"first",21,"fern","Early"
"tart",1,"tart","Early"
"trite",13,"train","Early"
"paint",1,"paint","Early"
"rust",1,"rust","Early"
"vest",11,"west","Early"
"steed",7,"stem","Early"
"froze",5,"throne","Early"
"most",1,"most","Early"
"cream",1,"cream","Early"
"speed",15,"spin","Early"
"steer",27,"steal","Early"
"tusk",1,"tusk","Early"
"dorm",20,"tar","Early"
"trace",5,"train","Early"
"lump",1,"lump","Early"
"crouch",126,"cross","Early"
"wont",2,"want","Early"
"welch",14,"well","Early"
"went",1,"went","Early"
"block",4,"blot","Early"
"waste",1,"waste","Early"
"brawl",1,"brawl","Early"
"twain",3,"plain","Early"
"crib",1,"crib","Early"
"bride",2,"brain","Early"
"chunk",3,"shun","Early"
"crude",40,"grin","Early"
"groan",1,"groan","Early"
"hart",1,"hart","Early"
"taint",1,"taint","Early"
"ford",16,"for","Early"
"width",13,"wise","Early"
"trail",2,"train","Early"
"saint",7,"seen","Early"
"pluck",4,"plus","Early"
"plush",5,"plus","Early"
"test",1,"test","Early"
"ghost",61,"cost","Early"
"slop",2,"slob","Early"
"groom",1,"groom","Early"
"junk",4,"shun","Early"
"crane",3,"green","Early"
"munch",1,"munch","Early"
"globe",8,"gloom","Early"
"hunt",1,"hunt","Early"
"creek",23,"creed","Early"
"shrill",2,"shrine","Early"
"scuff",5,"stir","Early"
"cult",1,"cult","Early"
"stock",46,"stung","Early"
"worst",2,"worse","Early"
"mould",13,"mall","Early"
"vamp",8,"palm","Early"
"pulp",4,"pall","Early"
"fleck",8,"fling","Early"
"prize",1,"prize","Early"
"plan",1,"plan","Early"
"vent",39,"went","Early"
"glib",2,"gleam","Early"
"gaunt",1,"gaunt","Early"
"flung",1,"flung","Early"
"prowl",23,"prone","Early"
"coax",169,"cod","Early"
"pint",1,"pint","Early"
"tank",1,"tank","Early"
"coast",1,"coast","Early"
"lisle",25,"lilt","Early"
"roost",2,"ruse","Early"
"stain",1,"stain","Early"
"claim",5,"clean","Early"
"sweep",14,"steam","Early"
"lunch",2,"lung","Early"
"sort",12,"sear","Early"
"drawl",1,"drawl","Early"
"mint",1,"mint","Early"
"spoon",2,"stone","Early"
"raft",9,"wrath","Early"
"spouse",75,"spoon","Early"
"bent",1,"bent","Early"
"yarn",15,"chair","Early"
"disc",18,"dint","Early"
"lynch",6,"line","Early"
"spoke",77,"stone","Early"
"champ",2,"chomp","Early"
"hump",1,"hump","Early"
"broth",15,"bruise","Early"
"thank",4,"sand","Early"
"haste",4,"haze","Early"
"blob",1,"blob","Early"
"fix",7,"fist","Early"
"horn",3,"whore","Early"
"glitch",40,"glean","Early"
"fourth",5,"for","Early"
"ranch",5,"ran","Early"
"port",1,"port","Early"
"spout",72,"spoon","Early"
"mosk",25,"mock","Early"
"blouse",14,"blend","Early"
"punk",2,"punt","Early"
"wound",9,"when","Early"
"brook",23,"prod","Early"
"slob",2,"slum","Early"
"theft",87,"thin","Early"
"skin",1,"skin","Early"
"grave",7,"gray","Early"
"wild",4,"will","Early"
"toast",4,"tone","Early"
"chump",2,"chum","Early"
"mist",1,"mist","Early"
"broke",55,"brood","Early"
"court",3,"corps","Early"
"scare",3,"stare","Early"
"flail",1,"flail","Early"
"frail",1,"frail","Early"
"breathe",6,"breeze","Early"
"mast",1,"mast","Early"
"point",6,"wont","Early"
"warp",13,"war","Early"
"drill",1,"drill","Early"
"fast",1,"fast","Early"
"quote",1,"quote","Early"
"gourd",4,"gore","Early"
"clean",1,"clean","Early"
"boost",4,"boast","Early"
"plaid",49,"plain","Early"
"braid",4,"brain","Early"
"stuff",3,"slum","Early"
"blush",4,"blood","Early"
"freeze",1,"freeze","Early"
"grown",2,"groan","Early"
"trick",8,"trill","Early"
"frieze",5,"shrine","Early"
"build",15,"bond","Early"
"troupe",214,"drawn","Early"
"brim",1,"brim","Early"
"mulch",2,"mud","Early"
"cloud",15,"glen","Early"
"want",1,"want","Early"
"plane",2,"plain","Early"
"wax",64,"watt","Early"
"find",1,"find","Early"
"mix",44,"miss","Early"
"harp",1,"harp","Early"
"pond",1,"pond","Early"
"welt",1,"welt","Early"
"growl",27,"groan","Early"
"drone",6,"drawn","Early"
"vault",18,"wall","Early"
"froth",23,"fraud","Early"
"caste",4,"cause","Early"
"steel",2,"steal","Early"
"wink",1,"wink","Early"
"huge",2,"hue","Early"
"cord",14,"car","Early"
"gloat",9,"glean","Early"
"grim",1,"grim","Early"
"clod",1,"clod","Early"
"flock",4,"flung","Early"
"tenth",17,"den","Early"
"droop",67,"drawn","Early"
"straw",20,"string","Early"
"lust",1,"lust","Early"
"tweed",2,"plead","Early"
"chomp",1,"chomp","Early"
"guilt",4,"gull","Early"
"dross",2,"dress","Early"
"smog",12,"swan","Early"
"bribe",6,"brim","Early"
"crowd",22,"croon","Early"
"skate",17,"stain","Early"
"swum",1,"swum","Early"
"task",2,"tact","Early"
"blight",4,"blind","Early"
"stead",5,"sling","Early"
"frill",2,"thrill","Early"
"switch",101,"swine","Early"
"hasp",4,"hath","Early"
"porch",18,"pour","Early"
"fluff",1,"fluff","Early"
"swoop",15,"spoon","Early"
"crook",15,"crude","Early"
"pump",1,"pump","Early"
"brash",6,"brass","Early"
"swing",3,"spin","Early"
"march",2,"mar","Early"
"bilge",13,"bill","Early"
"track",1,"track","Early"
"frappe",76,"phrase","Early"
"grit",1,"grit","Early"
"list",1,"list","Early"
"slate",12,"sling","Early"
"quell",1,"quell","Early"
"breach",33,"breeze","Early"
"step",6,"steam","Early"
"heart",8,"hare","Early"
"dread",3,"drown","Early"
"rest",2,"wrest","Early"
"jest",2,"chest","Early"
"risk",2,"wrist","Early"
"graph",6,"gray","Early"
"hint",1,"hint","Early"
"stake",56,"stain","Early"
"nix",61,"cyst","Early"
"prove",13,"prose","Early"
"grade",8,"green","Early"
"lord",7,"lore","Early"
"train",1,"train","Early"
"from",1,"from","Early"
"gross",8,"grease","Early"
"quirk",1,"quirk","Early"
"snip",10,"slim","Early"
"mild",8,"mill","Early"
"snail",2,"sling","Early"
"clerk",306,"crumb","Early"
"worn",3,"war","Early"
"price",6,"prize","Early"
"smile",1,"smile","Early"
"camp",1,"camp","Early"
"flop",1,"flop","Early"
"taste",36,"teen","Early"
"malt",6,"moll","Early"
"pledge",21,"glen","Early"
"slip",2,"slim","Early"
"cute",1,"cute","Early"
"plead",2,"clean","Early"
"slap",4,"slam","Early"
"drake",54,"drain","Early"
"stale",13,"sling","Early"
"clad",3,"clan","Early"
"pinch",22,"pine","Early"
"shelf",103,"shill","Early"
"smoke",39,"spoon","Early"
"dealt",3,"dell","Early"
"swan",1,"swan","Early"
"break",74,"breed","Early"
"flesh",6,"flee","Early"
"wisp",1,"wisp","Early"
"groat",19,"groan","Early"
"lost",1,"lost","Early"
"bounce",38,"bent","Early"
"shield",29,"shin","Early"
"barge",8,"bar","Early"
"trig",3,"trim","Early"
"stem",2,"steam","Early"
"glare",19,"grille","Early"
"tact",5,"caste","Early"
"scotch",124,"swan","Early"
"graze",2,"grain","Early"
