"word","nearest_phon_rank","nearest_phon","stage"
"cuff",1,"cuff","Late"
"gal",1,"gal","Late"
"chain",1,"chain","Late"
"keg",1,"keg","Late"
"wed",1,"wed","Late"
"clue",1,"clue","Late"
"toad",1,"toad","Late"
"phone",1,"phone","Late"
"seed",1,"seed","Late"
"through",3,"thru","Late"
"watt",1,"watt","Late"
"shave",1,"shave","Late"
"dime",1,"dime","Late"
"face",1,"face","Late"
"lean",1,"lean","Late"
"hood",1,"hood","Late"
"cap",1,"cap","Late"
"mug",1,"mug","Late"
"chief",1,"chief","Late"
"tote",1,"tote","Late"
"brew",1,"brew","Late"
"serge",2,"surge","Late"
"stir",1,"stir","Late"
"mew",1,"mew","Late"
"dang",2,"dank","Late"
"tide",1,"tide","Late"
"goal",1,"goal","Late"
"cave",1,"cave","Late"
"zit",1,"zit","Late"
"when",1,"when","Late"
"main",2,"mane","Late"
"rock",1,"rock","Late"
"loupe",19,"lip","Late"
"god",1,"god","Late"
"use",2,"choose","Late"
"cod",1,"cod","Late"
"hike",1,"hike","Late"
"coke",1,"coke","Late"
"free",1,"free","Late"
"pith",1,"pith","Late"
"puck",1,"puck","Late"
"rein",3,"rain","Late"
"dell",1,"dell","Late"
"pouch",1,"pouch","Late"
"man",1,"man","Late"
"rave",1,"rave","Late"
"bomb",2,"pomp","Late"
"hop",1,"hop","Late"
"could",1,"could","Late"
"paid",1,"paid","Late"
"vain",2,"vein","Late"
"cheat",1,"cheat","Late"
"elm",1,"elm","Late"
"sauce",1,"sauce","Late"
"shirt",1,"shirt","Late"
"tear",1,"tear","Late"
"seal",1,"seal","Late"
"lake",1,"lake","Late"
"son",2,"sun","Late"
"mouth",2,"mouse","Late"
"mil",2,"mill","Late"
"night",2,"knight","Late"
"choice",1,"choice","Late"
"huck",1,"huck","Late"
"lock",1,"lock","Late"
"wheat",1,"wheat","Late"
"moan",1,"moan","Late"
"mass",1,"mass","Late"
"wear",1,"wear","Late"
"bog",1,"bog","Late"
"hack",1,"hack","Late"
"tout",1,"tout","Late"
"chess",1,"chess","Late"
"naught",1,"naught","Late"
"hone",1,"hone","Late"
"top",1,"top","Late"
"bum",1,"bum","Late"
"bid",1,"bid","Late"
"moot",1,"moot","Late"
"yet",1,"yet","Late"
"jeep",1,"jeep","Late"
"serf",9,"sup","Late"
"base",1,"base","Late"
"chide",1,"chide","Late"
"kick",1,"kick","Late"
"hearse",42,"hull","Late"
"berth",2,"birth","Late"
"wag",1,"wag","Late"
"name",1,"name","Late"
"mitt",1,"mitt","Late"
"date",1,"date","Late"
"page",1,"page","Late"
"scene",3,"sin","Late"
"boil",1,"boil","Late"
"hath",1,"hath","Late"
"hog",1,"hog","Late"
"jowl",1,"jowl","Late"
"wrought",1,"wrought","Late"
"maid",2,"made","Late"
"pass",1,"pass","Late"
"town",1,"town","Late"
"fame",1,"fame","Late"
"yawl",1,"yawl","Late"
"pap",1,"pap","Late"
"soot",2,"suit","Late"
"peel",2,"peal","Late"
"ditch",1,"ditch","Late"
"rim",1,"rim","Late"
"bib",1,"bib","Late"
"gain",1,"gain","Late"
"win",1,"win","Late"
"gun",1,"gun","Late"
"thick",1,"thick","Late"
"whole",2,"hole","Late"
"fish",1,"fish","Late"
"pile",1,"pile","Late"
"move",1,"move","Late"
"shot",1,"shot","Late"
"hue",1,"hue","Late"
"mig",1,"mig","Late"
"tog",1,"tog","Late"
"gauge",2,"gage","Late"
"beech",2,"beach","Late"
"lien",2,"lean","Late"
"thus",1,"thus","Late"
"vase",1,"vase","Late"
"sap",1,"sap","Late"
"wave",2,"waive","Late"
"mike",1,"mike","Late"
"churn",1,"churn","Late"
"zip",2,"sip","Late"
"vine",1,"vine","Late"
"week",2,"weak","Late"
"long",1,"long","Late"
"lone",2,"loan","Late"
"peach",1,"peach","Late"
"moll",11,"mole","Late"
"rip",1,"rip","Late"
"pose",1,"pose","Late"
"kale",1,"kale","Late"
"crow",1,"crow","Late"
"rime",2,"rhyme","Late"
"couch",1,"couch","Late"
"mice",1,"mice","Late"
"kite",1,"kite","Late"
"gout",1,"gout","Late"
"girth",1,"girth","Late"
"dung",2,"dunk","Late"
"loath",2,"loaf","Late"
"none",12,"known","Late"
"roam",1,"roam","Late"
"bone",1,"bone","Late"
"coupe",3,"cope","Late"
"lithe",1,"lithe","Late"
"dive",1,"dive","Late"
"firm",1,"firm","Late"
"bar",1,"bar","Late"
"hale",2,"hail","Late"
"gaze",1,"gaze","Late"
"pun",1,"pun","Late"
"whose",2,"hose","Late"
"gait",2,"gate","Late"
"shod",1,"shod","Late"
"nerve",2,"numb","Late"
"nap",1,"nap","Late"
"bug",1,"bug","Late"
"took",1,"took","Late"
"nut",1,"nut","Late"
"wipe",1,"wipe","Late"
"foil",1,"foil","Late"
"ton",1,"ton","Late"
"blur",1,"blur","Late"
"pick",1,"pick","Late"
"rook",1,"rook","Late"
"sag",1,"sag","Late"
"lobe",1,"lobe","Late"
"shake",1,"shake","Late"
"lung",1,"lung","Late"
"nose",1,"nose","Late"
"tune",1,"tune","Late"
"curb",1,"curb","Late"
"tuck",1,"tuck","Late"
"foul",2,"fowl","Late"
"knife",1,"knife","Late"
"nine",1,"nine","Late"
"guile",5,"gill","Late"
"rice",1,"rice","Late"
"stew",1,"stew","Late"
"wake",1,"wake","Late"
"folk",3,"foal","Late"
"doll",7,"dole","Late"
"hill",1,"hill","Late"
"pore",2,"pour","Late"
"yawn",1,"yawn","Late"
"hire",1,"hire","Late"
"dome",1,"dome","Late"
"tub",1,"tub","Late"
"jeer",1,"jeer","Late"
"bull",1,"bull","Late"
"deep",1,"deep","Late"
"him",2,"hymn","Late"
"pew",1,"pew","Late"
"art",1,"art","Late"
"pen",1,"pen","Late"
"race",1,"race","Late"
"tan",1,"tan","Late"
"work",1,"work","Late"
"muff",1,"muff","Late"
"lute",2,"loot","Late"
"slow",2,"sloe","Late"
"germ",1,"germ","Late"
"cam",1,"cam","Late"
"whine",2,"wine","Late"
"shack",1,"shack","Late"
"fate",2,"fete","Late"
"fail",1,"fail","Late"
"boar",2,"bore","Late"
"wrote",1,"wrote","Late"
"pray",2,"prey","Late"
"wing",1,"wing","Late"
"arc",1,"arc","Late"
"there",2,"their","Late"
"can",1,"can","Late"
"jock",1,"jock","Late"
"nape",1,"nape","Late"
"coach",1,"coach","Late"
"bun",1,"bun","Late"
"coil",1,"coil","Late"
"bile",1,"bile","Late"
"peak",1,"peak","Late"
"gum",1,"gum","Late"
"rout",1,"rout","Late"
"rheum",5,"rim","Late"
"shoal",1,"shoal","Late"
"tooth",1,"tooth","Late"
"merge",1,"merge","Late"
"cease",1,"cease","Late"
"pave",1,"pave","Late"
"shill",1,"shill","Late"
"lurk",1,"lurk","Late"
"loin",2,"lawn","Late"
"neat",1,"neat","Late"
"hose",1,"hose","Late"
"yell",1,"yell","Late"
"ounce",1,"ounce","Late"
"web",1,"web","Late"
"theme",1,"theme","Late"
"thong",1,"thong","Late"
"rite",2,"right","Late"
"dine",1,"dine","Late"
"pine",1,"pine","Late"
"dour",3,"door","Late"
"ledge",1,"ledge","Late"
"mid",1,"mid","Late"
"kill",1,"kill","Late"
"van",1,"van","Late"
"blue",2,"blew","Late"
"known",1,"known","Late"
"pat",1,"pat","Late"
"sane",1,"sane","Late"
"good",1,"good","Late"
"not",2,"knot","Late"
"calm",4,"cam","Late"
"soup",1,"soup","Late"
"where",2,"wear","Late"
"ten",1,"ten","Late"
"pearl",2,"pill","Late"
"dire",1,"dire","Late"
"tight",1,"tight","Late"
"suck",1,"suck","Late"
"foal",1,"foal","Late"
"rape",1,"rape","Late"
"tale",1,"tale","Late"
"neck",1,"neck","Late"
"sad",1,"sad","Late"
"ware",3,"wear","Late"
"dot",1,"dot","Late"
"write",3,"right","Late"
"mirth",1,"mirth","Late"
"vise",2,"vice","Late"
"fit",1,"fit","Late"
"black",1,"black","Late"
"swirl",1,"swirl","Late"
"clove",1,"clove","Late"
"nonce",8,"nun","Late"
"dress",1,"dress","Late"
"kept",1,"kept","Late"
"bleep",1,"bleep","Late"
"boast",1,"boast","Late"
"dank",1,"dank","Late"
"trill",1,"trill","Late"
"grease",1,"grease","Late"
"growth",2,"grouse","Late"
"butte",1,"butte","Late"
"throng",1,"throng","Late"
"hunk",1,"hunk","Late"
"cloth",1,"cloth","Late"
"skiff",1,"skiff","Late"
"hound",1,"hound","Late"
"kilt",1,"kilt","Late"
"jump",1,"jump","Late"
"spill",1,"spill","Late"
"pimp",1,"pimp","Late"
"yeast",1,"yeast","Late"
"fist",1,"fist","Late"
"mince",1,"mince","Late"
"quack",1,"quack","Late"
"brood",1,"brood","Late"
"grime",1,"grime","Late"
"drop",1,"drop","Late"
"dream",1,"dream","Late"
"sling",1,"sling","Late"
"child",1,"child","Late"
"clout",1,"clout","Late"
"hand",1,"hand","Late"
"slough",1,"slough","Late"
"roast",1,"roast","Late"
"charm",1,"charm","Late"
"frock",1,"frock","Late"
"york",1,"york","Late"
"smear",1,"smear","Late"
"last",1,"last","Late"
"screw",1,"screw","Late"
"steal",1,"steal","Late"
"blood",1,"blood","Late"
"bran",1,"bran","Late"
"spurt",1,"spurt","Late"
"stare",1,"stare","Late"
"lend",1,"lend","Late"
"frame",1,"frame","Late"
"skill",1,"skill","Late"
"score",1,"score","Late"
"plight",1,"plight","Late"
"prone",1,"prone","Late"
"snag",1,"snag","Late"
"quick",1,"quick","Late"
"bump",1,"bump","Late"
"throne",1,"throne","Late"
"flood",1,"flood","Late"
"spite",2,"spice","Late"
"truce",1,"truce","Late"
"grouse",1,"grouse","Late"
"vast",1,"vast","Late"
"slight",1,"slight","Late"
"smash",1,"smash","Late"
"sex",1,"sex","Late"
"slug",1,"slug","Late"
"flog",1,"flog","Late"
"gloom",1,"gloom","Late"
"breeze",1,"breeze","Late"
"bridge",1,"bridge","Late"
"sniff",1,"sniff","Late"
"gloss",1,"gloss","Late"
"cusp",1,"cusp","Late"
"moist",1,"moist","Late"
"crepe",1,"crepe","Late"
"please",1,"please","Late"
"cliff",1,"cliff","Late"
"sleeve",1,"sleeve","Late"
"cube",1,"cube","Late"
"scout",1,"scout","Late"
"bring",1,"bring","Late"
"crime",1,"crime","Late"
"tamp",1,"tamp","Late"
"breed",1,"breed","Late"
"post",1,"post","Late"
"squaw",1,"squaw","Late"
"cold",1,"cold","Late"
"gulp",1,"gulp","Late"
"slouch",1,"slouch","Late"
"cork",1,"cork","Late"
"stitch",1,"stitch","Late"
"source",1,"source","Late"
"host",1,"host","Late"
"feud",1,"feud","Late"
"hex",2,"heck","Late"
"since",1,"since","Late"
"blaze",1,"blaze","Late"
"sped",1,"sped","Late"
"prim",1,"prim","Late"
"snack",1,"snack","Late"
"plain",1,"plain","Late"
"stack",1,"stack","Late"
"grub",1,"grub","Late"
"hark",1,"hark","Late"
"smirk",1,"smirk","Late"
"sluice",1,"sluice","Late"
"wart",1,"wart","Late"
"skeet",1,"skeet","Late"
"hank",1,"hank","Late"
"bank",1,"bank","Late"
"foist",1,"foist","Late"
"rend",1,"rend","Late"
"thwack",1,"thwack","Late"
"truck",1,"truck","Late"
"clock",1,"clock","Late"
"tax",2,"tack","Late"
"dram",1,"dram","Late"
"rinse",1,"rinse","Late"
"limp",1,"limp","Late"
"dust",1,"dust","Late"
"feint",1,"feint","Late"
"plod",1,"plod","Late"
"spit",1,"spit","Late"
"queen",1,"queen","Late"
"spin",1,"spin","Late"
"clear",1,"clear","Late"
"clam",1,"clam","Late"
"count",1,"count","Late"
"brush",1,"brush","Late"
"spice",1,"spice","Late"
"thirst",1,"thirst","Late"
"spray",1,"spray","Late"
"shrewd",1,"shrewd","Late"
"shred",1,"shred","Late"
"fret",1,"fret","Late"
"fink",1,"fink","Late"
"crone",1,"crone","Late"
"hulk",1,"hulk","Late"
"sand",1,"sand","Late"
"skid",1,"skid","Late"
"quake",1,"quake","Late"
"clip",1,"clip","Late"
"fault",1,"fault","Late"
"brad",1,"brad","Late"
"creak",1,"creak","Late"
"speck",1,"speck","Late"
"guild",4,"gilt","Late"
"manse",1,"manse","Late"
"frog",1,"frog","Late"
"stood",1,"stood","Late"
"spire",1,"spire","Late"
"brown",1,"brown","Late"
"flour",1,"flour","Late"
"box",1,"box","Late"
"drove",1,"drove","Late"
"bunt",1,"bunt","Late"
"crash",1,"crash","Late"
"sting",1,"sting","Late"
"speak",1,"speak","Late"
"swig",1,"swig","Late"
"pest",1,"pest","Late"
"dial",1,"dial","Late"
"flag",1,"flag","Late"
"trot",1,"trot","Late"
"volt",1,"volt","Late"
"slot",1,"slot","Late"
"stoop",1,"stoop","Late"
"fox",1,"fox","Late"
"spike",1,"spike","Late"
"kind",1,"kind","Late"
"told",1,"told","Late"
"dunk",1,"dunk","Late"
"quit",1,"quit","Late"
"hard",1,"hard","Late"
"shrug",1,"shrug","Late"
"green",1,"green","Late"
"swell",1,"swell","Late"
"snake",1,"snake","Late"
"brought",1,"brought","Late"
"send",1,"send","Late"
"thrice",1,"thrice","Late"
"lint",1,"lint","Late"
"wind",1,"wind","Late"
"brain",1,"brain","Late"
"just",1,"just","Late"
"broach",1,"broach","Late"
"scope",1,"scope","Late"
"sneak",1,"sneak","Late"
"quill",1,"quill","Late"
"clothe",1,"clothe","Late"
"bloc",1,"bloc","Late"
"fuse",1,"fuse","Late"
"cling",1,"cling","Late"
"skip",1,"skip","Late"
"lapse",2,"lap","Late"
"brig",1,"brig","Late"
"fleet",1,"fleet","Late"
"bright",1,"bright","Late"
"thorn",1,"thorn","Late"
"brooch",1,"brooch","Late"
"floor",1,"floor","Late"
"bleak",1,"bleak","Late"
"swam",1,"swam","Late"
"pomp",1,"pomp","Late"
"disk",1,"disk","Late"
"false",9,"fast","Late"
"stove",1,"stove","Late"
"stage",1,"stage","Late"
"drum",1,"drum","Late"
"brute",1,"brute","Late"
"garb",1,"garb","Late"
"groin",4,"groan","Late"
"broad",1,"broad","Late"
"yank",1,"yank","Late"
"lax",2,"lack","Late"
"slat",1,"slat","Late"
"thrill",1,"thrill","Late"
"steak",1,"steak","Late"
"gleam",1,"gleam","Late"
"brace",1,"brace","Late"
"crown",1,"crown","Late"
"stout",1,"stout","Late"
"park",1,"park","Late"
"prime",1,"prime","Late"
"lift",1,"lift","Late"
"grab",1,"grab","Late"
"swipe",1,"swipe","Late"
"lilt",1,"lilt","Late"
"fling",1,"fling","Late"
"gram",1,"gram","Late"
"sloop",1,"sloop","Late"
"fierce",1,"fierce","Late"
"wolf",3,"wool","Late"
"grain",1,"grain","Late"
"shrub",1,"shrub","Late"
"troup",1,"troup","Late"
"thump",1,"thump","Late"
"stuck",1,"stuck","Late"
"grudge",1,"grudge","Late"
"stud",1,"stud","Late"
"flight",1,"flight","Late"
"found",1,"found","Late"
"stiff",1,"stiff","Late"
"world",1,"world","Late"
"past",1,"past","Late"
"creche",2,"crease","Late"
"clot",1,"clot","Late"
"joint",1,"joint","Late"
"skull",1,"skull","Late"
"pant",1,"pant","Late"
"spare",1,"spare","Late"
"best",1,"best","Late"
"sharp",1,"sharp","Late"
"held",1,"held","Late"
"hind",1,"hind","Late"
"slope",1,"slope","Late"
"stool",1,"stool","Late"
"link",1,"link","Late"
"spear",1,"spear","Late"
"bread",1,"bread","Late"
"trip",1,"trip","Late"
"slice",1,"slice","Late"
"glum",1,"glum","Late"
"lark",1,"lark","Late"
"suede",1,"suede","Late"
"lard",1,"lard","Late"
"health",1,"health","Late"
"proof",1,"proof","Late"
"launch",1,"launch","Late"
"flick",1,"flick","Late"
"thrive",1,"thrive","Late"
"carve",1,"carve","Late"
"bloat",2,"blot","Late"
"grief",1,"grief","Late"
"place",1,"place","Late"
"hunch",1,"hunch","Late"
"stair",2,"stare","Late"
"stab",1,"stab","Late"
"trough",1,"trough","Late"
"thrown",2,"throne","Late"
"paste",1,"paste","Late"
"press",1,"press","Late"
"snare",1,"snare","Late"
"crate",1,"crate","Late"
"mend",1,"mend","Late"
"trim",1,"trim","Late"
"slave",1,"slave","Late"
"large",1,"large","Late"
"rump",1,"rump","Late"
"clan",1,"clan","Late"
"mount",1,"mount","Late"
"grate",1,"grate","Late"
"glen",1,"glen","Late"
"glad",1,"glad","Late"
"gilt",1,"gilt","Late"
"harm",1,"harm","Late"
"thread",1,"thread","Late"
"lamp",1,"lamp","Late"
"thence",2,"then","Late"
"prose",1,"prose","Late"
"rift",1,"rift","Late"
"band",1,"band","Late"
"speech",1,"speech","Late"
"swear",1,"swear","Late"
"clog",1,"clog","Late"
"slash",1,"slash","Late"
"board",1,"board","Late"
"great",2,"grate","Late"
"spun",1,"spun","Late"
"crutch",1,"crutch","Late"
"rasp",1,"rasp","Late"
"flame",1,"flame","Late"
"clown",1,"clown","Late"
"scan",1,"scan","Late"
"bunk",1,"bunk","Late"
"shriek",1,"shriek","Late"
"creep",1,"creep","Late"
"leapt",1,"leapt","Late"
"brass",1,"brass","Late"
"belch",1,"belch","Late"
"shrine",1,"shrine","Late"
"tilt",1,"tilt","Late"
"burst",1,"burst","Late"
"sleight",2,"slight","Late"
"dent",1,"dent","Late"
"mind",1,"mind","Late"
"belt",1,"belt","Late"
"gasp",2,"gas","Late"
"vex",1,"vex","Late"
"fraud",1,"fraud","Late"
"yelp",1,"yelp","Late"
"six",2,"sick","Late"
"swim",1,"swim","Late"
"mourn",1,"mourn","Late"
"fluke",1,"fluke","Late"
"help",1,"help","Late"
"scheme",1,"scheme","Late"
"knelt",1,"knelt","Late"
"fact",2,"fat","Late"
"hoarse",1,"hoarse","Late"
"dump",1,"dump","Late"
"throat",1,"throat","Late"
"brawn",1,"brawn","Late"
"least",1,"least","Late"
"grille",1,"grille","Late"
"fifth",1,"fifth","Late"
"span",1,"span","Late"
"duct",4,"duck","Late"
"sold",1,"sold","Late"
"drag",1,"drag","Late"
"torque",1,"torque","Late"
"wasp",1,"wasp","Late"
"cost",1,"cost","Late"
"ward",1,"ward","Late"
"close",1,"close","Late"
"sunk",1,"sunk","Late"
"crumb",1,"crumb","Late"
"grope",1,"grope","Late"
"torn",1,"torn","Late"
"cyst",1,"cyst","Late"
"font",1,"font","Late"
"lest",1,"lest","Late"
"psalm",6,"pomp","Late"
"barre",55,"bard","Late"
"sulk",1,"sulk","Late"
"sleek",1,"sleek","Late"
"fence",2,"fen","Late"
"horse",2,"hoarse","Late"
"guest",1,"guest","Late"
"smooth",1,"smooth","Late"
"slid",1,"slid","Late"
"pound",1,"pound","Late"
"klan",3,"clang","Late"
"forge",1,"forge","Late"
"hinge",1,"hinge","Late"
"shaft",1,"shaft","Late"
"treat",1,"treat","Late"
"tint",1,"tint","Late"
"sound",1,"sound","Late"
"trap",1,"trap","Late"
"fresh",1,"fresh","Late"
"pelt",1,"pelt","Late"
"realm",1,"realm","Late"
"charge",1,"charge","Late"
"cart",1,"cart","Late"
"fork",1,"fork","Late"
"jolt",1,"jolt","Late"
"gift",1,"gift","Late"
"grove",1,"grove","Late"
"bond",1,"bond","Late"
"style",1,"style","Late"
"solve",1,"solve","Late"
"zest",1,"zest","Late"
"scar",1,"scar","Late"
"bulk",1,"bulk","Late"
"hearth",1,"hearth","Late"
"flip",1,"flip","Late"
"crass",1,"crass","Late"
"muse",1,"muse","Late"
"flute",1,"flute","Late"
"pact",3,"pack","Late"
"cure",1,"cure","Late"
"short",1,"short","Late"
"sank",1,"sank","Late"
"thrash",1,"thrash","Late"
"wrest",1,"wrest","Late"
"once",1,"once","Late"
"smack",1,"smack","Late"
"plug",1,"plug","Late"
"mink",1,"mink","Late"
"whence",1,"whence","Late"
"twice",1,"twice","Late"
"prod",1,"prod","Late"
"clang",1,"clang","Late"
"yard",1,"yard","Late"
"grad",1,"grad","Late"
"borne",1,"borne","Late"
"rank",1,"rank","Late"
"wield",1,"wield","Late"
"brag",1,"brag","Late"
"trait",1,"trait","Late"
"flake",1,"flake","Late"
"clash",1,"clash","Late"
"range",1,"range","Late"
"stall",1,"stall","Late"
"pulse",1,"pulse","Late"
"bulge",1,"bulge","Late"
"brake",1,"brake","Late"
"sect",1,"sect","Late"
"spate",2,"space","Late"
"beard",1,"beard","Late"
"rapt",3,"wrap","Late"
"lent",1,"lent","Late"
"max",1,"max","Late"
"sax",3,"sack","Late"
"bloke",1,"bloke","Late"
"greet",1,"greet","Late"
"stray",1,"stray","Late"
"freight",1,"freight","Late"
"binge",1,"binge","Late"
"slack",1,"slack","Late"
"cross",1,"cross","Late"
"weld",1,"weld","Late"
"choir",1,"choir","Late"
"plate",1,"plate","Late"
"clutch",1,"clutch","Late"
"salt",1,"salt","Late"
"gold",1,"gold","Late"
"dork",1,"dork","Late"
"steam",1,"steam","Late"
"hold",1,"hold","Late"
"rant",1,"rant","Late"
"stub",1,"stub","Late"
"flush",1,"flush","Late"
"pleat",1,"pleat","Late"
"slide",1,"slide","Late"
"bound",1,"bound","Late"
"pink",1,"pink","Late"
"lance",1,"lance","Late"
"first",1,"first","Late"
"tart",1,"tart","Late"
"trite",1,"trite","Late"
"paint",1,"paint","Late"
"rust",1,"rust","Late"
"vest",1,"vest","Late"
"steed",1,"steed","Late"
"froze",3,"throne","Late"
"most",1,"most","Late"
"cream",1,"cream","Late"
"speed",1,"speed","Late"
"steer",1,"steer","Late"
"tusk",1,"tusk","Late"
"dorm",1,"dorm","Late"
"trace",1,"trace","Late"
"lump",1,"lump","Late"
"crouch",1,"crouch","Late"
"wont",1,"wont","Late"
"welch",2,"well","Late"
"went",1,"went","Late"
"block",2,"bloc","Late"
"waste",1,"waste","Late"
"brawl",1,"brawl","Late"
"twain",1,"twain","Late"
"crib",1,"crib","Late"
"bride",1,"bride","Late"
"chunk",1,"chunk","Late"
"crude",1,"crude","Late"
"groan",1,"groan","Late"
"hart",1,"hart","Late"
"taint",1,"taint","Late"
"ford",1,"ford","Late"
"width",3,"wit","Late"
"trail",1,"trail","Late"
"saint",1,"saint","Late"
"pluck",1,"pluck","Late"
"plush",1,"plush","Late"
"test",1,"test","Late"
"ghost",1,"ghost","Late"
"slop",1,"slop","Late"
"groom",1,"groom","Late"
"junk",1,"junk","Late"
"crane",1,"crane","Late"
"munch",1,"munch","Late"
"globe",1,"globe","Late"
"hunt",1,"hunt","Late"
"creek",2,"creak","Late"
"shrill",1,"shrill","Late"
"scuff",1,"scuff","Late"
"cult",1,"cult","Late"
"stock",1,"stock","Late"
"worst",1,"worst","Late"
"mould",1,"mould","Late"
"vamp",1,"vamp","Late"
"pulp",1,"pulp","Late"
"fleck",1,"fleck","Late"
"prize",1,"prize","Late"
"plan",1,"plan","Late"
"vent",1,"vent","Late"
"glib",1,"glib","Late"
"gaunt",1,"gaunt","Late"
"flung",1,"flung","Late"
"prowl",1,"prowl","Late"
"coax",2,"coke","Late"
"pint",1,"pint","Late"
"tank",1,"tank","Late"
"coast",1,"coast","Late"
"lisle",1,"lisle","Late"
"roost",1,"roost","Late"
"stain",1,"stain","Late"
"claim",1,"claim","Late"
"sweep",1,"sweep","Late"
"lunch",1,"lunch","Late"
"sort",1,"sort","Late"
"drawl",1,"drawl","Late"
"mint",1,"mint","Late"
"spoon",1,"spoon","Late"
"raft",1,"raft","Late"
"spouse",1,"spouse","Late"
"bent",1,"bent","Late"
"yarn",1,"yarn","Late"
"disc",2,"disk","Late"
"lynch",1,"lynch","Late"
"spoke",1,"spoke","Late"
"champ",1,"champ","Late"
"hump",1,"hump","Late"
"broth",6,"brew","Late"
"thank",1,"thank","Late"
"haste",1,"haste","Late"
"blob",1,"blob","Late"
"fix",1,"fix","Late"
"horn",1,"horn","Late"
"glitch",1,"glitch","Late"
"fourth",1,"fourth","Late"
"ranch",1,"ranch","Late"
"port",1,"port","Late"
"spout",1,"spout","Late"
"mosk",2,"mock","Late"
"blouse",1,"blouse","Late"
"punk",1,"punk","Late"
"wound",1,"wound","Late"
"brook",1,"brook","Late"
"slob",1,"slob","Late"
"theft",1,"theft","Late"
"skin",1,"skin","Late"
"grave",1,"grave","Late"
"wild",1,"wild","Late"
"toast",1,"toast","Late"
"chump",1,"chump","Late"
"mist",1,"mist","Late"
"broke",1,"broke","Late"
"court",1,"court","Late"
"scare",1,"scare","Late"
"flail",1,"flail","Late"
"frail",1,"frail","Late"
"breathe",24,"bread","Late"
"mast",1,"mast","Late"
"point",1,"point","Late"
"warp",1,"warp","Late"
"drill",1,"drill","Late"
"fast",1,"fast","Late"
"quote",1,"quote","Late"
"gourd",1,"gourd","Late"
"clean",1,"clean","Late"
"boost",1,"boost","Late"
"plaid",1,"plaid","Late"
"braid",1,"braid","Late"
"stuff",1,"stuff","Late"
"blush",1,"blush","Late"
"freeze",1,"freeze","Late"
"grown",9,"crown","Late"
"trick",1,"trick","Late"
"frieze",2,"freeze","Late"
"build",1,"build","Late"
"troupe",2,"troup","Late"
"brim",1,"brim","Late"
"mulch",1,"mulch","Late"
"cloud",1,"cloud","Late"
"want",1,"want","Late"
"plane",2,"plain","Late"
"wax",3,"whack","Late"
"find",1,"find","Late"
"mix",1,"mix","Late"
"harp",1,"harp","Late"
"pond",1,"pond","Late"
"welt",1,"welt","Late"
"growl",1,"growl","Late"
"drone",1,"drone","Late"
"vault",1,"vault","Late"
"froth",1,"froth","Late"
"caste",1,"caste","Late"
"steel",2,"steal","Late"
"wink",1,"wink","Late"
"huge",1,"huge","Late"
"cord",1,"cord","Late"
"gloat",1,"gloat","Late"
"grim",1,"grim","Late"
"clod",1,"clod","Late"
"flock",1,"flock","Late"
"tenth",2,"ten","Late"
"droop",1,"droop","Late"
"straw",1,"straw","Late"
"lust",1,"lust","Late"
"tweed",1,"tweed","Late"
"chomp",1,"chomp","Late"
"guilt",2,"gilt","Late"
"dross",1,"dross","Late"
"smog",1,"smog","Late"
"bribe",1,"bribe","Late"
"crowd",1,"crowd","Late"
"skate",1,"skate","Late"
"swum",1,"swum","Late"
"task",1,"task","Late"
"blight",1,"blight","Late"
"stead",2,"steed","Late"
"frill",1,"frill","Late"
"switch",1,"switch","Late"
"hasp",1,"hasp","Late"
"porch",1,"porch","Late"
"fluff",1,"fluff","Late"
"swoop",1,"swoop","Late"
"crook",1,"crook","Late"
"pump",1,"pump","Late"
"brash",1,"brash","Late"
"swing",1,"swing","Late"
"march",1,"march","Late"
"bilge",1,"bilge","Late"
"track",1,"track","Late"
"frappe",1,"frappe","Late"
"grit",1,"grit","Late"
"list",1,"list","Late"
"slate",1,"slate","Late"
"quell",1,"quell","Late"
"breach",1,"breach","Late"
"step",1,"step","Late"
"heart",2,"hart","Late"
"dread",1,"dread","Late"
"rest",2,"wrest","Late"
"jest",1,"jest","Late"
"risk",1,"risk","Late"
"graph",1,"graph","Late"
"hint",1,"hint","Late"
"stake",2,"steak","Late"
"nix",2,"nick","Late"
"prove",1,"prove","Late"
"grade",3,"grate","Late"
"lord",1,"lord","Late"
"train",1,"train","Late"
"from",1,"from","Late"
"gross",1,"gross","Late"
"quirk",1,"quirk","Late"
"snip",1,"snip","Late"
"mild",1,"mild","Late"
"snail",1,"snail","Late"
"clerk",1,"clerk","Late"
"worn",1,"worn","Late"
"price",1,"price","Late"
"smile",1,"smile","Late"
"camp",1,"camp","Late"
"flop",1,"flop","Late"
"taste",1,"taste","Late"
"malt",1,"malt","Late"
"pledge",1,"pledge","Late"
"slip",1,"slip","Late"
"cute",1,"cute","Late"
"plead",1,"plead","Late"
"slap",1,"slap","Late"
"drake",1,"drake","Late"
"stale",1,"stale","Late"
"clad",1,"clad","Late"
"pinch",1,"pinch","Late"
"shelf",1,"shelf","Late"
"smoke",1,"smoke","Late"
"dealt",1,"dealt","Late"
"swan",1,"swan","Late"
"break",3,"brick","Late"
"flesh",1,"flesh","Late"
"wisp",1,"wisp","Late"
"groat",1,"groat","Late"
"lost",1,"lost","Late"
"bounce",1,"bounce","Late"
"shield",1,"shield","Late"
