new_variant,bare_form
waggle,TRUE
waggles,FALSE
walkers,FALSE
wallop,TRUE
wallops,FALSE
walloping,FALSE
walnuts,FALSE
walruses,FALSE
waltz,TRUE
waltzes,FALSE
waltzed,FALSE
wands,FALSE
wanders,FALSE
wanting,FALSE
wars,FALSE
warred,FALSE
warring ,FALSE
warbler,TRUE
wardrobes,FALSE
wared,FALSE
waring ,FALSE
warms,FALSE
warmers,FALSE
warns,FALSE
warts,FALSE
warthog,TRUE
washers,FALSE
washtubs,FALSE
wastes,FALSE
wastebaskets,FALSE
watering ,FALSE
waterpipes,FALSE
watt,TRUE
wax,TRUE
waxes,FALSE
waxing ,FALSE
weasel,TRUE
weathers,FALSE
weathered,FALSE
weathering ,FALSE
weaves,FALSE
weaved,FALSE
weaving ,FALSE
weds,FALSE
wedded,FALSE
wedge,TRUE
wedges,FALSE
wedging ,FALSE
weeded,FALSE
weeding ,FALSE
weekends,FALSE
weep,TRUE
weeps,FALSE
wept,FALSE
weighs,FALSE
weighed,FALSE
weighing ,FALSE
weights,FALSE
weighted,FALSE
weighting ,FALSE
weirdest,FALSE
welcomes,FALSE
welcoming ,FALSE
wells,FALSE
welled,FALSE
welling ,FALSE
westwards,FALSE
wets,FALSE
wetted,FALSE
wetting ,FALSE
whacks,FALSE
whacking ,FALSE
wharf,TRUE
wheelbarrows,FALSE
wheeze,TRUE
wheezed,FALSE
wheezing ,FALSE
whiff,TRUE
whiffs,FALSE
whiffing ,FALSE
whimper,TRUE
whimpered,FALSE
whimpering,FALSE
whine,TRUE
whines,FALSE
whining ,FALSE
whiners,FALSE
whips,FALSE
whipping ,FALSE
whirls,FALSE
whisk,TRUE
whisks,FALSE
whisking ,FALSE
whisker,TRUE
whiz ,TRUE
whizzes,FALSE
whizzing ,FALSE
wholes,FALSE
whoops,FALSE
whooping ,FALSE
whooshes,FALSE
whooshed,FALSE
whooshing ,FALSE
whores,FALSE
wigs,FALSE
wiggles,FALSE
wiggling ,FALSE
wildcat,TRUE
wills,FALSE
willed,FALSE
willing ,FALSE
willows,FALSE
wilts,FALSE
wilting,FALSE
windowpanes,FALSE
wines,FALSE
wined,FALSE
winged,FALSE
wingspan,TRUE
winks,FALSE
winking ,FALSE
wiper,TRUE
wired,FALSE
wiring ,FALSE
wisdoms,FALSE
wishers,FALSE
witched,FALSE
witching ,FALSE
wither,TRUE
withers,FALSE
withering,FALSE
wit,TRUE
witted,FALSE
witty ,FALSE
witting ,FALSE
wizen,TRUE
wizens,FALSE
wizening ,FALSE
wobble,TRUE
wobbles,FALSE
wobbling ,FALSE
woes,FALSE
woodbine,TRUE
woodchucks,FALSE
woos,FALSE
wooing,FALSE
woofs,FALSE
worded,FALSE
wording ,FALSE
workdays,FALSE
workload,TRUE
workshops,FALSE
worsen,TRUE
worsens,FALSE
worsened,FALSE
wounds,FALSE
wounded,FALSE
wounding ,FALSE
wrangles,FALSE
wrangled,FALSE
wrangling ,FALSE
wrecks,FALSE
wrench,TRUE
wrenching ,FALSE
wrestle,TRUE
wrestles,FALSE
wrestling ,FALSE
wriggle,TRUE
wriggling ,FALSE
wrinkles,FALSE
wrinkling ,FALSE
wrists,FALSE
writers,FALSE
wrongs,FALSE
wronged,FALSE
wronging ,FALSE
wuddle,TRUE
wuddles,FALSE
xylophones,FALSE
yam,TRUE
yaks,FALSE
yanks,FALSE
yanking ,FALSE
yankees,FALSE
yapped,FALSE
yaps,FALSE
yarns,FALSE
yarned,FALSE
yarning ,FALSE
yaw,TRUE
yawed,FALSE
yaws,FALSE
yawning,FALSE
yelps,FALSE
yields,FALSE
yielded,FALSE
yielding ,FALSE
yodel,TRUE
yodels,FALSE
yodeled,FALSE
yips,FALSE
yipped,FALSE
yolks,FALSE
yolked,FALSE
yowls,FALSE
yowled,FALSE
yowling,FALSE
yummiest,FALSE
zebras,FALSE
zip,TRUE
zips,FALSE
zipping ,FALSE
zone,TRUE
zoned,FALSE
zoning ,FALSE
zoos,FALSE
zookeepers,FALSE
zooms,FALSE
